family_id,expected_direction,universe_id,period_id,horizon_hours,event_count,trade_count,pair_count,signal_day_count,markout_count,mean_forward_return,median_forward_return,positive_share,lopo_worst_directional_mean
UNRECOVERED_ENTRY_FAILURE,NEGATIVE,E2,ROBUSTNESS_2022,24,24,20,7,16,24,0.007130711545460165,0.009532108801898365,0.5833333333333334,0.01594813168475277
UNRECOVERED_ENTRY_FAILURE,NEGATIVE,E2,ROBUSTNESS_2022,48,13,12,7,10,13,0.025532416849877223,0.030064831746182685,0.6923076923076923,0.04113492582950779
UNRECOVERED_ENTRY_FAILURE,NEGATIVE,E2,ROBUSTNESS_2023,6,44,39,11,33,44,0.0016110871913044757,0.0018768934388408987,0.6818181818181818,0.002232209014705717
UNRECOVERED_ENTRY_FAILURE,NEGATIVE,E2,ROBUSTNESS_2023,24,44,39,11,33,44,0.010680065387086603,0.0015515489962324436,0.5909090909090909,0.013908382219126133
UNRECOVERED_ENTRY_FAILURE,NEGATIVE,E2,ROBUSTNESS_2023,48,17,15,6,14,17,0.02970025340984514,0.03245315708418883,0.6470588235294118,0.04067954807219019
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2022,6,42,21,8,20,42,0.0018947937088651839,0.004803899481477969,0.6428571428571429,0.005319265770726806
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2022,24,42,21,8,20,42,0.004575826737852319,0.016837005148367057,0.6428571428571429,0.009153187061994377
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2022,48,19,9,7,7,19,0.0556260547803353,0.0561839932523136,1.0,0.061666123039785845
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2023,6,119,55,12,55,119,0.002120083050971962,0.0018639129316992964,0.5966386554621849,0.0025954423329368087
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2023,24,119,55,12,55,119,0.015505368951215796,0.002776419640986294,0.5546218487394958,0.01949488554326615
ADVERSE_PATH_DOMINANCE,NEGATIVE,C2,ROBUSTNESS_2023,48,27,13,6,16,27,0.08053953900127207,0.0434761926081797,0.8518518518518519,0.09460865034627751
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2022,6,42,21,8,20,42,0.0018947937088651839,0.004803899481477969,0.6428571428571429,0.005319265770726806
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2022,24,42,21,8,20,42,0.004575826737852319,0.016837005148367057,0.6428571428571429,0.009153187061994377
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2022,48,19,9,7,7,19,0.0556260547803353,0.0561839932523136,1.0,0.061666123039785845
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2023,6,129,55,10,56,129,0.002507844671070843,0.0019173401737622164,0.6046511627906976,0.0029925270362096785
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2023,24,129,55,10,56,129,0.012863336541152091,0.0012986190295198874,0.5271317829457365,0.01683473780127855
ADVERSE_PATH_DOMINANCE,NEGATIVE,D2,ROBUSTNESS_2023,48,32,13,5,17,32,0.07513533510260634,0.04340703792525746,0.8125,0.09773686831252096
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2022,6,42,21,8,20,42,0.0018947937088651839,0.004803899481477969,0.6428571428571429,0.005319265770726806
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2022,24,42,21,8,20,42,0.004575826737852319,0.016837005148367057,0.6428571428571429,0.009153187061994377
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2022,48,19,9,7,7,19,0.0556260547803353,0.0561839932523136,1.0,0.061666123039785845
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2023,6,129,56,12,56,129,0.0023105220103376866,0.0019173401737622164,0.6124031007751938,0.0027692408674853176
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2023,24,129,56,12,56,129,0.014202458842398907,0.0014990070679676837,0.5271317829457365,0.018634183393578956
ADVERSE_PATH_DOMINANCE,NEGATIVE,E2,ROBUSTNESS_2023,48,29,14,6,17,29,0.07355463195641906,0.032064590542099314,0.7931034482758621,0.09889287928043217
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2022,6,104,24,8,26,104,-0.0034249269957672837,-0.0032969164271112184,0.4519230769230769,-0.0014452394684784803
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2022,24,104,24,8,26,104,-0.008969072781826895,-0.018717296909753045,0.34615384615384615,-0.006778782334315764
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2022,48,86,16,7,20,86,-0.010331693053034744,-0.0080059249860015,0.38372093023255816,-0.0010334393146109132
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2023,6,183,42,11,70,183,0.0050079362084219205,0.0032561505065122898,0.5846994535519126,0.0058237787901764424
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2023,24,183,42,11,70,183,0.011170671574057538,0.005623974198583737,0.5792349726775956,0.013855693550444036
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,C2,ROBUSTNESS_2023,48,131,30,10,55,131,0.016307576810922625,0.0036792692210099176,0.5725190839694656,0.020891775137059435
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2022,6,104,24,8,26,104,-0.0034249269957672837,-0.0032969164271112184,0.4519230769230769,-0.0014452394684784803
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2022,24,104,24,8,26,104,-0.008969072781826895,-0.018717296909753045,0.34615384615384615,-0.006778782334315764
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2022,48,86,16,7,20,86,-0.010331693053034744,-0.0080059249860015,0.38372093023255816,-0.0010334393146109132
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2023,6,187,46,12,77,187,0.006657301969935084,0.004398417500581786,0.6149732620320856,0.007504369582896365
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2023,24,187,46,12,77,187,0.013610011084780596,0.006868014674515921,0.5828877005347594,0.01634777865387893
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,D2,ROBUSTNESS_2023,48,135,32,11,62,135,0.022052038970173618,0.008151167098925383,0.6222222222222222,0.026434087781111462
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2022,6,104,24,8,26,104,-0.0034249269957672837,-0.0032969164271112184,0.4519230769230769,-0.0014452394684784803
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2022,24,104,24,8,26,104,-0.008969072781826895,-0.018717296909753045,0.34615384615384615,-0.006778782334315764
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2022,48,86,16,7,20,86,-0.010331693053034744,-0.0080059249860015,0.38372093023255816,-0.0010334393146109132
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2023,6,171,43,11,69,171,0.00659060855118338,0.004398417500581786,0.6140350877192983,0.007518320928356361
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2023,24,171,43,11,69,171,0.01474635880402881,0.007199947156351083,0.5847953216374269,0.0178940107389245
PROFIT_GIVEBACK_FROM_PATH_PEAK,NEGATIVE,E2,ROBUSTNESS_2023,48,121,30,10,54,121,0.025125535822344617,0.007960952182084036,0.6198347107438017,0.030483076589203243
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2022,6,29,13,7,17,29,0.0049548873037165994,0.00398060124971833,0.6206896551724138,0.0033979715746105255
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2022,24,29,13,7,17,29,0.005597196628227138,0.010920625940780138,0.6206896551724138,0.0016413724648671794
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2022,48,25,11,6,16,25,-0.0032630331102294807,0.0014661374205602318,0.52,-0.009521904399554068
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2023,6,76,36,11,37,76,0.013505849873146724,0.0021453541665598097,0.631578947368421,0.008894857589466383
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2023,24,76,36,11,37,76,0.019151843428651585,0.012794550667022397,0.6578947368421053,0.014189296893755475
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,C2,ROBUSTNESS_2023,48,70,32,10,33,70,0.03455631783075389,0.026403980091895485,0.6285714285714286,0.021703922324314336
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2022,6,29,13,7,17,29,0.0049548873037165994,0.00398060124971833,0.6206896551724138,0.0033979715746105255
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2022,24,29,13,7,17,29,0.005597196628227138,0.010920625940780138,0.6206896551724138,0.0016413724648671794
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2022,48,25,11,6,16,25,-0.0032630331102294807,0.0014661374205602318,0.52,-0.009521904399554068
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2023,6,75,40,11,39,75,0.01126990336872205,0.0017054655289241438,0.6,0.006323111617592788
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2023,24,75,40,11,39,75,0.01836329849362773,0.01075067743028102,0.68,0.013444282157196617
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,D2,ROBUSTNESS_2023,48,67,34,9,34,67,0.0274625122937772,0.014326614485927314,0.6268656716417911,0.022452028805423806
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2022,6,29,13,7,17,29,0.0049548873037165994,0.00398060124971833,0.6206896551724138,0.0033979715746105255
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2022,24,29,13,7,17,29,0.005597196628227138,0.010920625940780138,0.6206896551724138,0.0016413724648671794
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2022,48,25,11,6,16,25,-0.0032630331102294807,0.0014661374205602318,0.52,-0.009521904399554068
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2023,6,74,39,12,36,74,0.01379743987550357,0.002786718646253905,0.6486486486486487,0.009082064795633747
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2023,24,74,39,12,36,74,0.0185218092236064,0.010637679502648045,0.6756756756756757,0.013694377704371445
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,POSITIVE,E2,ROBUSTNESS_2023,48,67,34,10,32,67,0.03082724856084531,0.013011109307233815,0.6119402985074627,0.022953478834666394
