family_id,control_trade_id,decision_time,universe_id,period_id,pair,entry_time,control_exit_time,entry_price,holding_age_hours,remaining_control_hours,entry_relative_close_return,mfe_return,mae_return,path_position,retained_mfe_fraction,last_12_completed_closes_above_entry_count,last_12_completed_closes_below_entry_count,event_id
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,360,2022-07-24 07:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,76,92,0.046135754883386504,0.07505716338929891,-0.043901482981642426,0.7568784666922942,0.614674906432238,8,4,296
PROFIT_GIVEBACK_FROM_PATH_PEAK,19,2022-07-25 02:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,95,73,0.018377213039785678,0.08773763637551446,-0.043901482981642426,0.4731017369727046,0.20945644080416934,12,0,297
PROFIT_GIVEBACK_FROM_PATH_PEAK,20,2022-07-25 02:00:00+00:00,C2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,89,79,0.018455092336659096,0.09401958724401638,-0.03709581675054108,0.4236795021392457,0.19628986765024986,12,0,298
PROFIT_GIVEBACK_FROM_PATH_PEAK,188,2022-07-25 02:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,95,73,0.018377213039785678,0.08773763637551446,-0.043901482981642426,0.4731017369727046,0.20945644080416934,12,0,299
PROFIT_GIVEBACK_FROM_PATH_PEAK,189,2022-07-25 02:00:00+00:00,D2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,89,79,0.018455092336659096,0.09401958724401638,-0.03709581675054108,0.4236795021392457,0.19628986765024986,12,0,300
PROFIT_GIVEBACK_FROM_PATH_PEAK,360,2022-07-25 02:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,95,73,0.018377213039785678,0.08773763637551446,-0.043901482981642426,0.4731017369727046,0.20945644080416934,12,0,301
PROFIT_GIVEBACK_FROM_PATH_PEAK,361,2022-07-25 02:00:00+00:00,E2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,89,79,0.018455092336659096,0.09401958724401638,-0.03709581675054108,0.4236795021392457,0.19628986765024986,12,0,302
PROFIT_GIVEBACK_FROM_PATH_PEAK,19,2022-07-25 10:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,103,65,0.003965505977657324,0.08773763637551446,-0.043901482981642426,0.36362282878411967,0.04519731943410325,6,6,303
PROFIT_GIVEBACK_FROM_PATH_PEAK,188,2022-07-25 10:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,103,65,0.003965505977657324,0.08773763637551446,-0.043901482981642426,0.36362282878411967,0.04519731943410325,6,6,304
PROFIT_GIVEBACK_FROM_PATH_PEAK,360,2022-07-25 10:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,103,65,0.003965505977657324,0.08773763637551446,-0.043901482981642426,0.36362282878411967,0.04519731943410325,6,6,305
PROFIT_GIVEBACK_FROM_PATH_PEAK,20,2022-07-25 20:00:00+00:00,C2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,107,61,0.0002223505100802381,0.09401958724401638,-0.03709581675054108,0.28462077012835485,0.002364938164460927,11,1,306
PROFIT_GIVEBACK_FROM_PATH_PEAK,189,2022-07-25 20:00:00+00:00,D2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,107,61,0.0002223505100802381,0.09401958724401638,-0.03709581675054108,0.28462077012835485,0.002364938164460927,11,1,307
PROFIT_GIVEBACK_FROM_PATH_PEAK,361,2022-07-25 20:00:00+00:00,E2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,107,61,0.0002223505100802381,0.09401958724401638,-0.03709581675054108,0.28462077012835485,0.002364938164460927,11,1,308
PROFIT_GIVEBACK_FROM_PATH_PEAK,20,2022-07-25 22:00:00+00:00,C2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,109,59,0.009703865839006065,0.09401958724401638,-0.03709581675054108,0.3569350447296778,0.10321110870036967,10,2,309
PROFIT_GIVEBACK_FROM_PATH_PEAK,189,2022-07-25 22:00:00+00:00,D2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,109,59,0.009703865839006065,0.09401958724401638,-0.03709581675054108,0.3569350447296778,0.10321110870036967,10,2,310
PROFIT_GIVEBACK_FROM_PATH_PEAK,361,2022-07-25 22:00:00+00:00,E2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,109,59,0.009703865839006065,0.09401958724401638,-0.03709581675054108,0.3569350447296778,0.10321110870036967,10,2,311
UNRECOVERED_ENTRY_FAILURE,19,2022-07-26 02:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,119,49,-0.07522048735872477,0.08773763637551446,-0.07733716600248264,0.01282254234605097,-0.8573343261355177,0,12,312
UNRECOVERED_ENTRY_FAILURE,188,2022-07-26 02:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,119,49,-0.07522048735872477,0.08773763637551446,-0.07733716600248264,0.01282254234605097,-0.8573343261355177,0,12,313
UNRECOVERED_ENTRY_FAILURE,360,2022-07-26 02:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,119,49,-0.07522048735872477,0.08773763637551446,-0.07733716600248264,0.01282254234605097,-0.8573343261355177,0,12,314
UNRECOVERED_ENTRY_FAILURE,20,2022-07-26 11:00:00+00:00,C2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,122,46,-0.040384156404204674,0.09401958724401638,-0.056479069473314936,0.10694389850495445,-0.4295291820351489,0,12,315
UNRECOVERED_ENTRY_FAILURE,189,2022-07-26 11:00:00+00:00,D2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,122,46,-0.040384156404204674,0.09401958724401638,-0.056479069473314936,0.10694389850495445,-0.4295291820351489,0,12,316
UNRECOVERED_ENTRY_FAILURE,361,2022-07-26 11:00:00+00:00,E2,ROBUSTNESS_2022,ADA-USDT,2022-07-21 09:00:00+00:00,2022-07-28 09:00:00+00:00,0.490217,122,46,-0.040384156404204674,0.09401958724401638,-0.056479069473314936,0.10694389850495445,-0.4295291820351489,0,12,317
ADVERSE_PATH_DOMINANCE,19,2022-07-26 13:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,130,38,-0.08157052328999814,0.08773763637551446,-0.0951852093813288,0.07442857142857083,-0.9297096053611331,0,12,318
ADVERSE_PATH_DOMINANCE,188,2022-07-26 13:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,130,38,-0.08157052328999814,0.08773763637551446,-0.0951852093813288,0.07442857142857083,-0.9297096053611331,0,12,319
ADVERSE_PATH_DOMINANCE,360,2022-07-26 13:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-21 03:00:00+00:00,2022-07-28 03:00:00+00:00,1530.7,130,38,-0.08157052328999814,0.08773763637551446,-0.0951852093813288,0.07442857142857083,-0.9297096053611331,0,12,320
PROFIT_GIVEBACK_FROM_PATH_PEAK,23,2022-07-29 13:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,33,135,0.013860586256375651,0.07566951635657704,-0.03819951044819314,0.4571927781013397,0.1831726555652938,12,0,321
PROFIT_GIVEBACK_FROM_PATH_PEAK,192,2022-07-29 13:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,33,135,0.013860586256375651,0.07566951635657704,-0.03819951044819314,0.4571927781013397,0.1831726555652938,12,0,322
PROFIT_GIVEBACK_FROM_PATH_PEAK,364,2022-07-29 13:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,33,135,0.013860586256375651,0.07566951635657704,-0.03819951044819314,0.4571927781013397,0.1831726555652938,12,0,323
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-29 18:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,25,143,0.009487901889293937,0.051375538614517824,-0.028007954922107947,0.4723382045928998,0.18467741935483714,9,3,324
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-29 18:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,25,143,0.0048644395164174625,0.059303240575148575,-0.01981543744187697,0.3119349005424935,0.08202653799758691,10,2,325
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-29 18:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,25,143,0.009487901889293937,0.051375538614517824,-0.028007954922107947,0.4723382045928998,0.18467741935483714,9,3,326
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-29 18:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,25,143,0.0048644395164174625,0.059303240575148575,-0.01981543744187697,0.3119349005424935,0.08202653799758691,10,2,327
PROFIT_GIVEBACK_FROM_PATH_PEAK,365,2022-07-29 18:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,25,143,0.009487901889293937,0.051375538614517824,-0.028007954922107947,0.4723382045928998,0.18467741935483714,9,3,328
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-29 18:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,25,143,0.0048644395164174625,0.059303240575148575,-0.01981543744187697,0.3119349005424935,0.08202653799758691,10,2,329
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-29 20:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,27,141,0.006843598731430367,0.059303240575148575,-0.01981543744187697,0.33694996986135917,0.11540008041817235,9,3,330
PROFIT_GIVEBACK_FROM_PATH_PEAK,26,2022-07-29 20:00:00+00:00,C2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,27,141,0.0037841395195787886,0.04187232642316552,-0.013875178238455632,0.3167732415150021,0.09037328094302505,10,2,331
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-29 20:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,27,141,0.006843598731430367,0.059303240575148575,-0.01981543744187697,0.33694996986135917,0.11540008041817235,9,3,332
PROFIT_GIVEBACK_FROM_PATH_PEAK,195,2022-07-29 20:00:00+00:00,D2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,27,141,0.0037841395195787886,0.04187232642316552,-0.013875178238455632,0.3167732415150021,0.09037328094302505,10,2,333
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-29 20:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,27,141,0.006843598731430367,0.059303240575148575,-0.01981543744187697,0.33694996986135917,0.11540008041817235,9,3,334
PROFIT_GIVEBACK_FROM_PATH_PEAK,367,2022-07-29 20:00:00+00:00,E2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,27,141,0.0037841395195787886,0.04187232642316552,-0.013875178238455632,0.3167732415150021,0.09037328094302505,10,2,335
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-29 22:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,29,139,0.007248968691131896,0.059303240575148575,-0.01981543744187697,0.34207353827606773,0.12223562525130584,8,4,336
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-29 22:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,29,139,0.007248968691131896,0.059303240575148575,-0.01981543744187697,0.34207353827606773,0.12223562525130584,8,4,337
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-29 22:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,29,139,0.007248968691131896,0.059303240575148575,-0.01981543744187697,0.34207353827606773,0.12223562525130584,8,4,338
PROFIT_GIVEBACK_FROM_PATH_PEAK,26,2022-07-29 23:00:00+00:00,C2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,30,138,0.00978940440934517,0.04187232642316552,-0.013875178238455632,0.42449581898671895,0.23379174852652237,10,2,339
PROFIT_GIVEBACK_FROM_PATH_PEAK,195,2022-07-29 23:00:00+00:00,D2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,30,138,0.00978940440934517,0.04187232642316552,-0.013875178238455632,0.42449581898671895,0.23379174852652237,10,2,340
PROFIT_GIVEBACK_FROM_PATH_PEAK,367,2022-07-29 23:00:00+00:00,E2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,30,138,0.00978940440934517,0.04187232642316552,-0.013875178238455632,0.42449581898671895,0.23379174852652237,10,2,341
PROFIT_GIVEBACK_FROM_PATH_PEAK,26,2022-07-30 01:00:00+00:00,C2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,32,136,0.0085828671712187,0.04187232642316552,-0.013875178238455632,0.40285292670929834,0.20497707924034284,10,2,342
PROFIT_GIVEBACK_FROM_PATH_PEAK,195,2022-07-30 01:00:00+00:00,D2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,32,136,0.0085828671712187,0.04187232642316552,-0.013875178238455632,0.40285292670929834,0.20497707924034284,10,2,343
PROFIT_GIVEBACK_FROM_PATH_PEAK,367,2022-07-30 01:00:00+00:00,E2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,32,136,0.0085828671712187,0.04187232642316552,-0.013875178238455632,0.40285292670929834,0.20497707924034284,10,2,344
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-30 02:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,33,135,0.008655840904213452,0.059303240575148575,-0.01981543744187697,0.359855334538877,0.1459589867310007,8,4,345
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-30 02:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,33,135,0.008655840904213452,0.059303240575148575,-0.01981543744187697,0.359855334538877,0.1459589867310007,8,4,346
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-30 02:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,33,135,0.008655840904213452,0.059303240575148575,-0.01981543744187697,0.359855334538877,0.1459589867310007,8,4,347
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-30 04:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,35,133,0.010440835266821491,0.051375538614517824,-0.028007954922107947,0.4843423799582469,0.20322580645161537,12,0,348
PROFIT_GIVEBACK_FROM_PATH_PEAK,26,2022-07-30 04:00:00+00:00,C2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,35,133,0.0055665240759021906,0.04187232642316552,-0.013875178238455632,0.3487456960157408,0.1329404060248861,10,2,349
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-30 04:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,35,133,0.010440835266821491,0.051375538614517824,-0.028007954922107947,0.4843423799582469,0.20322580645161537,12,0,350
PROFIT_GIVEBACK_FROM_PATH_PEAK,195,2022-07-30 04:00:00+00:00,D2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,35,133,0.0055665240759021906,0.04187232642316552,-0.013875178238455632,0.3487456960157408,0.1329404060248861,10,2,351
PROFIT_GIVEBACK_FROM_PATH_PEAK,365,2022-07-30 04:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,35,133,0.010440835266821491,0.051375538614517824,-0.028007954922107947,0.4843423799582469,0.20322580645161537,12,0,352
PROFIT_GIVEBACK_FROM_PATH_PEAK,367,2022-07-30 04:00:00+00:00,E2,ROBUSTNESS_2022,XRP-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,0.36468,35,133,0.0055665240759021906,0.04187232642316552,-0.013875178238455632,0.3487456960157408,0.1329404060248861,10,2,353
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-30 08:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,39,129,0.007320504566373343,0.059303240575148575,-0.01981543744187697,0.34297769740807516,0.12344189786891763,6,6,354
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-30 08:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,39,129,0.007320504566373343,0.059303240575148575,-0.01981543744187697,0.34297769740807516,0.12344189786891763,6,6,355
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-30 08:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,39,129,0.007320504566373343,0.059303240575148575,-0.01981543744187697,0.34297769740807516,0.12344189786891763,6,6,356
PROFIT_GIVEBACK_FROM_PATH_PEAK,23,2022-07-30 12:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,56,112,0.016037041949525488,0.07566951635657704,-0.03819951044819314,0.47630645417482886,0.21193530395984328,12,0,357
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-30 12:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,43,125,0.005386145177328494,0.051375538614517824,-0.028007954922107947,0.42066805845511385,0.1048387096774196,12,0,358
PROFIT_GIVEBACK_FROM_PATH_PEAK,25,2022-07-30 12:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,43,125,0.0023845291747144337,0.059303240575148575,-0.01981543744187697,0.28059071729957613,0.040209087253718925,8,4,359
PROFIT_GIVEBACK_FROM_PATH_PEAK,192,2022-07-30 12:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,56,112,0.016037041949525488,0.07566951635657704,-0.03819951044819314,0.47630645417482886,0.21193530395984328,12,0,360
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-30 12:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,43,125,0.005386145177328494,0.051375538614517824,-0.028007954922107947,0.42066805845511385,0.1048387096774196,12,0,361
PROFIT_GIVEBACK_FROM_PATH_PEAK,194,2022-07-30 12:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,43,125,0.0023845291747144337,0.059303240575148575,-0.01981543744187697,0.28059071729957613,0.040209087253718925,8,4,362
PROFIT_GIVEBACK_FROM_PATH_PEAK,364,2022-07-30 12:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,1658.66,56,112,0.016037041949525488,0.07566951635657704,-0.03819951044819314,0.47630645417482886,0.21193530395984328,12,0,363
PROFIT_GIVEBACK_FROM_PATH_PEAK,365,2022-07-30 12:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,43,125,0.005386145177328494,0.051375538614517824,-0.028007954922107947,0.42066805845511385,0.1048387096774196,12,0,364
PROFIT_GIVEBACK_FROM_PATH_PEAK,366,2022-07-30 12:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,43,125,0.0023845291747144337,0.059303240575148575,-0.01981543744187697,0.28059071729957613,0.040209087253718925,8,4,365
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,25,2022-07-30 15:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,46,122,0.06845983260605193,0.07458807258506805,-0.01981543744187697,0.9350846173276081,0.9178388746803071,9,3,366
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,194,2022-07-30 15:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,46,122,0.06845983260605193,0.07458807258506805,-0.01981543744187697,0.9350846173276081,0.9178388746803071,9,3,367
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,366,2022-07-30 15:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,41.937,46,122,0.06845983260605193,0.07458807258506805,-0.01981543744187697,0.9350846173276081,0.9178388746803071,9,3,368
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-30 23:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,54,114,0.009405038117335174,0.07006131919124958,-0.028007954922107947,0.3814955640050698,0.13424009461856995,12,0,369
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-30 23:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,54,114,0.009405038117335174,0.07006131919124958,-0.028007954922107947,0.3814955640050698,0.13424009461856995,12,0,370
PROFIT_GIVEBACK_FROM_PATH_PEAK,365,2022-07-30 23:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,54,114,0.009405038117335174,0.07006131919124958,-0.028007954922107947,0.3814955640050698,0.13424009461856995,12,0,371
PROFIT_GIVEBACK_FROM_PATH_PEAK,22,2022-07-31 01:00:00+00:00,C2,ROBUSTNESS_2022,BTC-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,23281.4,69,99,0.015321243567826492,0.06183476938672072,-0.030187188055701197,0.4945388349514548,0.2477771603223088,12,0,372
PROFIT_GIVEBACK_FROM_PATH_PEAK,191,2022-07-31 01:00:00+00:00,D2,ROBUSTNESS_2022,BTC-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,23281.4,69,99,0.015321243567826492,0.06183476938672072,-0.030187188055701197,0.4945388349514548,0.2477771603223088,12,0,373
PROFIT_GIVEBACK_FROM_PATH_PEAK,363,2022-07-31 01:00:00+00:00,E2,ROBUSTNESS_2022,BTC-USDT,2022-07-28 04:00:00+00:00,2022-08-04 04:00:00+00:00,23281.4,69,99,0.015321243567826492,0.06183476938672072,-0.030187188055701197,0.4945388349514548,0.2477771603223088,12,0,374
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-31 07:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,62,106,0.013713954259197969,0.07006131919124958,-0.028007954922107947,0.4254330376003383,0.19574216439976475,12,0,375
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-31 07:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,62,106,0.013713954259197969,0.07006131919124958,-0.028007954922107947,0.4254330376003383,0.19574216439976475,12,0,376
PROFIT_GIVEBACK_FROM_PATH_PEAK,365,2022-07-31 07:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,62,106,0.013713954259197969,0.07006131919124958,-0.028007954922107947,0.4254330376003383,0.19574216439976475,12,0,377
PROFIT_GIVEBACK_FROM_PATH_PEAK,24,2022-07-31 09:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,64,104,0.015826980444149985,0.07006131919124958,-0.028007954922107947,0.44697929869032643,0.22590183323477472,12,0,378
PROFIT_GIVEBACK_FROM_PATH_PEAK,193,2022-07-31 09:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-07-28 17:00:00+00:00,2022-08-04 17:00:00+00:00,24.136,64,104,0.015826980444149985,0.07006131919124958,-0.028007954922107947,0.44697929869032643,0.22590183323477472,12,0,379
