event_id,family_id,control_trade_id,universe_id,period_id,pair,decision_time,horizon_hours,exit_time,entry_open,exit_open,forward_return
122,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 02:00:00+00:00,6,2022-03-24 08:00:00+00:00,43033.7,43205.0,0.00398060124971833
122,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 02:00:00+00:00,24,2022-03-25 02:00:00+00:00,43033.7,43976.6,0.021910735075069132
122,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 02:00:00+00:00,48,2022-03-26 02:00:00+00:00,43033.7,44150.0,0.02594013528931982
123,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,3047.61,3048.31,0.00022968818188662254
123,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,3047.61,3125.0,0.02539366913745522
123,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,3047.61,3125.77,0.025646326137530595
124,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,43022.8,42973.0,-0.0011575257770298775
124,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,43022.8,44073.9,0.02443123181196949
124,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,43022.8,44506.1,0.03447706797326067
125,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,3047.61,3048.31,0.00022968818188662254
125,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,3047.61,3125.0,0.02539366913745522
125,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,3047.61,3125.77,0.025646326137530595
126,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,43022.8,42973.0,-0.0011575257770298775
126,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,43022.8,44073.9,0.02443123181196949
126,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,43022.8,44506.1,0.03447706797326067
127,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,3047.61,3048.31,0.00022968818188662254
127,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,3047.61,3125.0,0.02539366913745522
127,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,3047.61,3125.77,0.025646326137530595
128,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,6,2022-03-24 13:00:00+00:00,43022.8,42973.0,-0.0011575257770298775
128,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,24,2022-03-25 07:00:00+00:00,43022.8,44073.9,0.02443123181196949
128,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 07:00:00+00:00,48,2022-03-26 07:00:00+00:00,43022.8,44506.1,0.03447706797326067
129,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,6,2022-03-24 16:00:00+00:00,3048.63,3078.57,0.00982080475492264
129,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,24,2022-03-25 10:00:00+00:00,3048.63,3125.44,0.025194923621429943
129,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,8,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,48,2022-03-26 10:00:00+00:00,3048.63,3131.19,0.027081016718985218
130,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,6,2022-03-24 16:00:00+00:00,3048.63,3078.57,0.00982080475492264
130,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,24,2022-03-25 10:00:00+00:00,3048.63,3125.44,0.025194923621429943
130,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,177,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,48,2022-03-26 10:00:00+00:00,3048.63,3131.19,0.027081016718985218
131,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,6,2022-03-24 16:00:00+00:00,3048.63,3078.57,0.00982080475492264
131,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,24,2022-03-25 10:00:00+00:00,3048.63,3125.44,0.025194923621429943
131,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,349,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-24 10:00:00+00:00,48,2022-03-26 10:00:00+00:00,3048.63,3131.19,0.027081016718985218
132,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,6,2022-03-24 22:00:00+00:00,43580.3,43872.7,0.006709453583384928
132,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,24,2022-03-25 16:00:00+00:00,43580.3,44871.2,0.029621182047851802
132,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,9,C2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,48,2022-03-26 16:00:00+00:00,43580.3,44243.4,0.015215590530583745
133,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,6,2022-03-24 22:00:00+00:00,43580.3,43872.7,0.006709453583384928
133,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,24,2022-03-25 16:00:00+00:00,43580.3,44871.2,0.029621182047851802
133,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,178,D2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,48,2022-03-26 16:00:00+00:00,43580.3,44243.4,0.015215590530583745
134,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,6,2022-03-24 22:00:00+00:00,43580.3,43872.7,0.006709453583384928
134,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,24,2022-03-25 16:00:00+00:00,43580.3,44871.2,0.029621182047851802
134,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,350,E2,ROBUSTNESS_2022,BTC-USDT,2022-03-24 16:00:00+00:00,48,2022-03-26 16:00:00+00:00,43580.3,44243.4,0.015215590530583745
135,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,10,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,6,2022-03-24 23:00:00+00:00,0.84407,0.84816,0.0048455696802398585
135,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,10,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,24,2022-03-25 17:00:00+00:00,0.84407,0.83207,-0.01421683035767174
136,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,179,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,6,2022-03-24 23:00:00+00:00,0.84407,0.84816,0.0048455696802398585
136,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,179,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,24,2022-03-25 17:00:00+00:00,0.84407,0.83207,-0.01421683035767174
137,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,351,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,6,2022-03-24 23:00:00+00:00,0.84407,0.84816,0.0048455696802398585
137,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,351,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 17:00:00+00:00,24,2022-03-25 17:00:00+00:00,0.84407,0.83207,-0.01421683035767174
138,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,10,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,6,2022-03-25 02:00:00+00:00,0.84626,0.83894,-0.008649823931179523
138,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,10,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,24,2022-03-25 20:00:00+00:00,0.84626,0.82767,-0.02196724410937534
139,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,179,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,6,2022-03-25 02:00:00+00:00,0.84626,0.83894,-0.008649823931179523
139,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,179,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,24,2022-03-25 20:00:00+00:00,0.84626,0.82767,-0.02196724410937534
140,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,351,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,6,2022-03-25 02:00:00+00:00,0.84626,0.83894,-0.008649823931179523
140,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,351,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-24 20:00:00+00:00,24,2022-03-25 20:00:00+00:00,0.84626,0.82767,-0.02196724410937534
141,ADVERSE_PATH_DOMINANCE,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,6,2022-03-27 20:00:00+00:00,28.1655,28.795,0.022350038167261443
141,ADVERSE_PATH_DOMINANCE,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,24,2022-03-28 14:00:00+00:00,28.1655,30.3843,0.07877722745912541
141,ADVERSE_PATH_DOMINANCE,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,48,2022-03-29 14:00:00+00:00,28.1655,31.0873,0.10373684117093607
142,ADVERSE_PATH_DOMINANCE,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,6,2022-03-27 20:00:00+00:00,28.1655,28.795,0.022350038167261443
142,ADVERSE_PATH_DOMINANCE,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,24,2022-03-28 14:00:00+00:00,28.1655,30.3843,0.07877722745912541
142,ADVERSE_PATH_DOMINANCE,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,48,2022-03-29 14:00:00+00:00,28.1655,31.0873,0.10373684117093607
143,ADVERSE_PATH_DOMINANCE,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,6,2022-03-27 20:00:00+00:00,28.1655,28.795,0.022350038167261443
143,ADVERSE_PATH_DOMINANCE,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,24,2022-03-28 14:00:00+00:00,28.1655,30.3843,0.07877722745912541
143,ADVERSE_PATH_DOMINANCE,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-27 14:00:00+00:00,48,2022-03-29 14:00:00+00:00,28.1655,31.0873,0.10373684117093607
144,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,6,2022-03-28 07:00:00+00:00,29.9523,30.5616,0.02034234432748061
144,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,24,2022-03-29 01:00:00+00:00,29.9523,29.3754,-0.019260624392784642
144,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,48,2022-03-30 01:00:00+00:00,29.9523,30.2286,0.009224667220881111
145,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,6,2022-03-28 07:00:00+00:00,29.9523,30.5616,0.02034234432748061
145,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,24,2022-03-29 01:00:00+00:00,29.9523,29.3754,-0.019260624392784642
145,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,48,2022-03-30 01:00:00+00:00,29.9523,30.2286,0.009224667220881111
146,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,6,2022-03-28 07:00:00+00:00,29.9523,30.5616,0.02034234432748061
146,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,24,2022-03-29 01:00:00+00:00,29.9523,29.3754,-0.019260624392784642
146,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-28 01:00:00+00:00,48,2022-03-30 01:00:00+00:00,29.9523,30.2286,0.009224667220881111
147,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,6,2022-03-29 07:00:00+00:00,0.864,0.88274,0.0216898148148148
147,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,24,2022-03-30 01:00:00+00:00,0.864,0.85744,-0.007592592592592595
147,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,48,2022-03-31 01:00:00+00:00,0.864,0.86155,-0.0028356481481480733
148,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,6,2022-03-29 07:00:00+00:00,0.864,0.88274,0.0216898148148148
148,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,24,2022-03-30 01:00:00+00:00,0.864,0.85744,-0.007592592592592595
148,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,48,2022-03-31 01:00:00+00:00,0.864,0.86155,-0.0028356481481480733
149,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,6,2022-03-29 07:00:00+00:00,0.864,0.88274,0.0216898148148148
149,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,24,2022-03-30 01:00:00+00:00,0.864,0.85744,-0.007592592592592595
149,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 01:00:00+00:00,48,2022-03-31 01:00:00+00:00,0.864,0.86155,-0.0028356481481480733
150,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,6,2022-03-29 13:00:00+00:00,31.0334,30.826,-0.006683122055591739
150,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,24,2022-03-30 07:00:00+00:00,31.0334,30.4691,-0.018183634406800375
150,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,12,C2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,48,2022-03-31 07:00:00+00:00,31.0334,30.4024,-0.020332931615614114
151,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,6,2022-03-29 13:00:00+00:00,31.0334,30.826,-0.006683122055591739
151,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,24,2022-03-30 07:00:00+00:00,31.0334,30.4691,-0.018183634406800375
151,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,181,D2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,48,2022-03-31 07:00:00+00:00,31.0334,30.4024,-0.020332931615614114
152,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,6,2022-03-29 13:00:00+00:00,31.0334,30.826,-0.006683122055591739
152,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,24,2022-03-30 07:00:00+00:00,31.0334,30.4691,-0.018183634406800375
152,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,353,E2,ROBUSTNESS_2022,ATOM-USDT,2022-03-29 07:00:00+00:00,48,2022-03-31 07:00:00+00:00,31.0334,30.4024,-0.020332931615614114
153,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,6,2022-03-29 23:00:00+00:00,0.8592,0.85621,-0.0034799813780259647
153,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,24,2022-03-30 17:00:00+00:00,0.8592,0.86176,0.0029795158286778367
153,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,48,2022-03-31 17:00:00+00:00,0.8592,0.8232,-0.04189944134078205
154,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,6,2022-03-29 23:00:00+00:00,0.8592,0.85621,-0.0034799813780259647
154,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,24,2022-03-30 17:00:00+00:00,0.8592,0.86176,0.0029795158286778367
154,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,48,2022-03-31 17:00:00+00:00,0.8592,0.8232,-0.04189944134078205
155,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,6,2022-03-29 23:00:00+00:00,0.8592,0.85621,-0.0034799813780259647
155,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,24,2022-03-30 17:00:00+00:00,0.8592,0.86176,0.0029795158286778367
155,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-29 17:00:00+00:00,48,2022-03-31 17:00:00+00:00,0.8592,0.8232,-0.04189944134078205
156,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,6,2022-03-30 10:00:00+00:00,0.8557,0.86452,0.010307350707023488
156,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,24,2022-03-31 04:00:00+00:00,0.8557,0.86413,0.009851583498889704
156,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,48,2022-04-01 04:00:00+00:00,0.8557,0.81236,-0.0506485917961903
157,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,6,2022-03-30 10:00:00+00:00,0.8557,0.86452,0.010307350707023488
157,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,24,2022-03-31 04:00:00+00:00,0.8557,0.86413,0.009851583498889704
157,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,48,2022-04-01 04:00:00+00:00,0.8557,0.81236,-0.0506485917961903
158,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,6,2022-03-30 10:00:00+00:00,0.8557,0.86452,0.010307350707023488
158,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,24,2022-03-31 04:00:00+00:00,0.8557,0.86413,0.009851583498889704
158,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 04:00:00+00:00,48,2022-04-01 04:00:00+00:00,0.8557,0.81236,-0.0506485917961903
160,ADVERSE_PATH_DOMINANCE,15,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,3369.39,3395.33,0.0076987229142366775
160,ADVERSE_PATH_DOMINANCE,15,C2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,3369.39,3380.32,0.003243910618836221
162,ADVERSE_PATH_DOMINANCE,184,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,3369.39,3395.33,0.0076987229142366775
162,ADVERSE_PATH_DOMINANCE,184,D2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,3369.39,3380.32,0.003243910618836221
164,ADVERSE_PATH_DOMINANCE,356,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,3369.39,3395.33,0.0076987229142366775
164,ADVERSE_PATH_DOMINANCE,356,E2,ROBUSTNESS_2022,ETH-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,3369.39,3380.32,0.003243910618836221
159,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,0.8602,0.86131,0.001290397581957814
159,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,0.8602,0.85178,-0.009788421297372674
159,PROFIT_GIVEBACK_FROM_PATH_PEAK,13,C2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,48,2022-04-01 15:00:00+00:00,0.8602,0.8174,-0.04975587072773768
161,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,0.8602,0.86131,0.001290397581957814
161,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,0.8602,0.85178,-0.009788421297372674
161,PROFIT_GIVEBACK_FROM_PATH_PEAK,182,D2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,48,2022-04-01 15:00:00+00:00,0.8602,0.8174,-0.04975587072773768
163,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,6,2022-03-30 21:00:00+00:00,0.8602,0.86131,0.001290397581957814
163,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,24,2022-03-31 15:00:00+00:00,0.8602,0.85178,-0.009788421297372674
163,PROFIT_GIVEBACK_FROM_PATH_PEAK,354,E2,ROBUSTNESS_2022,XRP-USDT,2022-03-30 15:00:00+00:00,48,2022-04-01 15:00:00+00:00,0.8602,0.8174,-0.04975587072773768
