variant,decision_time,year,scope,boundary,margin,below_1pct,below_2pct,below_5pct,below_10pct,below_20pct
A2,2019-03-25T00:00:00+00:00,2019,FULL_ONLY,30_31,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,4_5,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,4_5,0.46314439563300186,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,6_7,,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,4_5,0.4436315656031261,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,6_7,0.9340777227220197,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,8_9,,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,4_5,0.12706799709730696,False,False,False,False,True
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,6_7,0.7744099824164646,False,False,False,False,False
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,8_9,0.8516405351767442,False,False,False,False,False
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,4_5,0.1206825413920892,False,False,False,False,True
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,6_7,0.061032821218339,False,False,False,True,True
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,8_9,0.7216127171530796,False,False,False,False,False
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,4_5,0.33661545962435163,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,6_7,0.30762542748355487,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,8_9,0.7531532385017603,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,4_5,0.40636598805722207,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,6_7,0.35890388734049683,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,8_9,0.6238169859856463,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,10_11,,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,4_5,0.33796285844595825,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,6_7,0.35576922237921377,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,8_9,0.3990781181278326,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,10_11,0.7516706168359194,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,4_5,0.23702525694614257,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,6_7,0.39178244946572416,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,8_9,0.440938142472062,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,10_11,0.7300934702332569,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,4_5,0.22477832708834464,False,False,False,False,False
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,6_7,0.12200999416343254,False,False,False,False,True
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,8_9,0.25871981491153656,False,False,False,False,False
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,10_11,0.8067455740276741,False,False,False,False,False
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,4_5,0.3095590775833215,False,False,False,False,False
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,6_7,0.01975006755730402,False,True,True,True,True
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,8_9,0.39310390892943375,False,False,False,False,False
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,10_11,0.44943764128365227,False,False,False,False,False
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,4_5,0.10645325369896369,False,False,False,False,True
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,6_7,0.12301254857830375,False,False,False,False,True
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,8_9,0.6957496852179307,False,False,False,False,False
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,10_11,0.10620165271551547,False,False,False,False,True
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,4_5,0.17673603689461476,False,False,False,False,True
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,6_7,0.010727170803196859,False,True,True,True,True
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,8_9,0.7373667876291033,False,False,False,False,False
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,10_11,0.3962014436034748,False,False,False,False,False
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,4_5,0.027763118188005916,False,False,True,True,True
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,6_7,0.06979762157101506,False,False,False,True,True
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,8_9,0.745217945642595,False,False,False,False,False
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,10_11,0.09744794529281461,False,False,False,True,True
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,4_5,0.1490601014352546,False,False,False,False,True
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,6_7,0.05133901615927183,False,False,False,True,True
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,8_9,0.7081570648983216,False,False,False,False,False
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,10_11,0.310920361013801,False,False,False,False,False
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,4_5,0.10784652880580745,False,False,False,False,True
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,6_7,0.036902165764974314,False,False,True,True,True
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,8_9,0.7445788879563224,False,False,False,False,False
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,10_11,0.4077596971371348,False,False,False,False,False
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,30_31,,False,False,False,False,False
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,4_5,0.020915472283645455,False,False,True,True,True
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,6_7,0.2779794020419457,False,False,False,False,False
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,8_9,0.8435106217634402,False,False,False,False,False
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,10_11,0.5620884862924216,False,False,False,False,False
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,30_31,,False,False,False,False,False
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,4_5,0.13282434923670955,False,False,False,False,True
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,6_7,0.07335886191785716,False,False,False,True,True
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,8_9,0.9058757748966213,False,False,False,False,False
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,10_11,0.29593541585878846,False,False,False,False,False
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,30_31,,False,False,False,False,False
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,4_5,0.2553157038928391,False,False,False,False,False
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,6_7,0.06410750828853373,False,False,False,True,True
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,8_9,0.8880086934302625,False,False,False,False,False
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,10_11,0.540532388054855,False,False,False,False,False
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,30_31,,False,False,False,False,False
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,4_5,0.0074362025586390814,True,True,True,True,True
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,6_7,0.19339837898700554,False,False,False,False,True
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,8_9,0.679923084140213,False,False,False,False,False
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,10_11,0.7518466867276543,False,False,False,False,False
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,30_31,,False,False,False,False,False
A2,2020-02-03T00:00:00+00:00,2020,POST_WARMUP,4_5,0.27315501868326203,False,False,False,False,False
A2,2020-02-03T00:00:00+00:00,2020,POST_WARMUP,6_7,0.32963997247997695,False,False,False,False,False
A2,2020-02-03T00:00:00+00:00,2020,POST_WARMUP,8_9,0.032164339038271025,False,False,True,True,True
