year,decision_count,mean_current_seed_eligible_share,mean_top_4_slot_share,mean_top_6_slot_share,mean_top_8_slot_share,mean_top_10_slot_share,mean_top_30_slot_share,mean_hysteresis_slot_share,mean_liquidity_share,max_top_6_slot_share,max_top_10_slot_share
2019,40,0.538815558094621,0.075,0.1625,0.25625,0.3825,0.5402134075569865,0.16666666666666666,0.0677667700997131,0.16666666666666666,0.4
2020,52,0.4373052112082669,0.10576923076923077,0.12179487179487179,0.1346153846153846,0.1884615384615385,0.46153846153846145,0.14102564102564102,0.06956647478607737,0.16666666666666666,0.4
2021,52,0.26332392361380796,0.009615384615384616,0.09294871794871794,0.12740384615384615,0.16153846153846152,0.20384615384615382,0.0737179487179487,0.08118837698602256,0.16666666666666666,0.3
2022,52,0.15472662607939722,0.0,0.0,0.0,0.021153846153846155,0.07051282051282051,0.0,0.034742792628467585,0.0,0.1
2023,52,0.1474780030968164,0.0,0.048076923076923066,0.06490384615384616,0.09230769230769229,0.09487179487179488,0.032051282051282055,0.05949697771613992,0.16666666666666666,0.3
2024,53,0.1695755277016428,0.08018867924528301,0.1289308176100629,0.1721698113207547,0.1716981132075471,0.12704402515723273,0.16352201257861634,0.07248209206619312,0.3333333333333333,0.3
