variant,membership_type,scope,asset,membership_weeks,entry_count,reentry_count,first_entry,final_exit,mean_duration_weeks,median_duration_weeks,maximum_duration_weeks
D2,TOP_10,POST_WARMUP,ALGO-USDT,28,6,5,2019-09-23T00:00:00+00:00,2022-11-28T00:00:00+00:00,4.666666666666667,4.0,10
D2,TOP_10,POST_WARMUP,APE-USDT,13,3,2,2022-06-20T00:00:00+00:00,2022-12-19T00:00:00+00:00,4.333333333333333,2,10
D2,TOP_10,POST_WARMUP,APT-USDT,4,1,0,2023-02-13T00:00:00+00:00,2023-03-06T00:00:00+00:00,4.0,4,4
D2,TOP_10,POST_WARMUP,ARB-USDT,5,1,0,2024-01-15T00:00:00+00:00,2024-02-12T00:00:00+00:00,5.0,5,5
D2,TOP_10,POST_WARMUP,ARPA-USDT,11,3,2,2019-10-14T00:00:00+00:00,2020-01-06T00:00:00+00:00,3.6666666666666665,2,8
D2,TOP_10,POST_WARMUP,ATOM-USDT,104,7,6,2019-08-26T00:00:00+00:00,2022-11-07T00:00:00+00:00,14.857142857142858,9,55
D2,TOP_10,POST_WARMUP,AVAX-USDT,76,8,7,2021-09-06T00:00:00+00:00,2024-05-27T00:00:00+00:00,9.5,2.5,45
D2,TOP_10,POST_WARMUP,BCH-USDT,11,3,2,2021-05-10T00:00:00+00:00,2023-10-09T00:00:00+00:00,3.6666666666666665,3,7
D2,TOP_10,POST_WARMUP,BNB-USDT,135,14,13,2019-09-23T00:00:00+00:00,2024-04-15T00:00:00+00:00,9.642857142857142,8.5,45
D2,TOP_10,POST_WARMUP,BTC-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_10,POST_WARMUP,BTT-USDT,4,1,0,2021-04-12T00:00:00+00:00,2021-05-03T00:00:00+00:00,4.0,4,4
D2,TOP_10,POST_WARMUP,CFX-USDT,5,2,1,2023-04-03T00:00:00+00:00,2023-06-12T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,POST_WARMUP,CHZ-USDT,2,1,0,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,2.0,2,2
D2,TOP_10,POST_WARMUP,CRO-USDT,3,1,0,2021-12-06T00:00:00+00:00,2021-12-20T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,DOGE-USDT,120,10,9,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,12.0,9.5,28
D2,TOP_10,POST_WARMUP,DOT-USDT,75,6,5,2020-11-23T00:00:00+00:00,2022-08-15T00:00:00+00:00,12.5,9.5,28
D2,TOP_10,POST_WARMUP,ELON-USDT,1,1,0,2021-11-15T00:00:00+00:00,2021-11-15T00:00:00+00:00,1.0,1,1
D2,TOP_10,POST_WARMUP,ETH-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_10,POST_WARMUP,FET-USDT,20,3,2,2024-03-11T00:00:00+00:00,2024-12-23T00:00:00+00:00,6.666666666666667,4,12
D2,TOP_10,POST_WARMUP,FIL-USDT,3,1,0,2024-03-04T00:00:00+00:00,2024-03-18T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,FLOKI-USDT,8,2,1,2024-03-18T00:00:00+00:00,2024-06-24T00:00:00+00:00,4.0,4.0,4
D2,TOP_10,POST_WARMUP,GALAX-USDT,3,1,0,2023-01-23T00:00:00+00:00,2023-02-06T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,GMT-USDT,3,1,0,2022-07-18T00:00:00+00:00,2022-08-01T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,GRT-USDT,2,2,1,2021-03-22T00:00:00+00:00,2023-03-06T00:00:00+00:00,1.0,1.0,1
D2,TOP_10,POST_WARMUP,HBAR-USDT,7,2,1,2023-08-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,3.5,3.5,4
D2,TOP_10,POST_WARMUP,ICP-USDT,24,3,2,2021-08-16T00:00:00+00:00,2024-05-20T00:00:00+00:00,8.0,8,11
D2,TOP_10,POST_WARMUP,INJ-USDT,34,3,2,2023-05-01T00:00:00+00:00,2024-08-05T00:00:00+00:00,11.333333333333334,14,19
D2,TOP_10,POST_WARMUP,JASMY-USDT,18,4,3,2022-03-28T00:00:00+00:00,2024-08-19T00:00:00+00:00,4.5,4.0,9
D2,TOP_10,POST_WARMUP,KCS-USDT,128,1,0,2019-04-01T00:00:00+00:00,2021-09-06T00:00:00+00:00,128.0,128,128
D2,TOP_10,POST_WARMUP,KSM-USDT,5,2,1,2020-05-18T00:00:00+00:00,2021-07-05T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,POST_WARMUP,LDO-USDT,3,1,0,2023-02-27T00:00:00+00:00,2023-03-13T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,LINK-USDT,65,11,10,2020-11-23T00:00:00+00:00,2024-12-30T00:00:00+00:00,5.909090909090909,3,20
D2,TOP_10,POST_WARMUP,LTC-USDT,170,4,3,2019-04-01T00:00:00+00:00,2023-11-13T00:00:00+00:00,42.5,24.5,114
D2,TOP_10,POST_WARMUP,LUNA-USDT,5,1,0,2022-09-26T00:00:00+00:00,2022-10-24T00:00:00+00:00,5.0,5,5
D2,TOP_10,POST_WARMUP,LUNC-USDT,22,2,1,2022-09-12T00:00:00+00:00,2023-12-25T00:00:00+00:00,11.0,11.0,20
D2,TOP_10,POST_WARMUP,NAKA-USDT,3,2,1,2023-09-25T00:00:00+00:00,2023-10-16T00:00:00+00:00,1.5,1.5,2
D2,TOP_10,POST_WARMUP,NEAR-USDT,46,5,4,2022-01-10T00:00:00+00:00,2024-10-14T00:00:00+00:00,9.2,9,12
D2,TOP_10,POST_WARMUP,ONDO-USDT,18,2,1,2024-04-22T00:00:00+00:00,2024-09-02T00:00:00+00:00,9.0,9.0,14
D2,TOP_10,POST_WARMUP,ONE-USDT,6,2,1,2021-11-01T00:00:00+00:00,2022-02-07T00:00:00+00:00,3.0,3.0,4
D2,TOP_10,POST_WARMUP,OP-USDT,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_10,POST_WARMUP,PYR-USDT,1,1,0,2022-04-25T00:00:00+00:00,2022-04-25T00:00:00+00:00,1.0,1,1
D2,TOP_10,POST_WARMUP,QNT-USDT,4,1,0,2022-10-17T00:00:00+00:00,2022-11-07T00:00:00+00:00,4.0,4,4
D2,TOP_10,POST_WARMUP,RSR-USDT,3,1,0,2022-10-17T00:00:00+00:00,2022-10-31T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,2.3333333333333335,3,3
D2,TOP_10,POST_WARMUP,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_10,POST_WARMUP,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1.0,1,1
D2,TOP_10,POST_WARMUP,SENSO-USDT,15,2,1,2020-06-22T00:00:00+00:00,2020-11-02T00:00:00+00:00,7.5,7.5,9
D2,TOP_10,POST_WARMUP,SHIB-USDT,127,11,10,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.545454545454545,13,26
D2,TOP_10,POST_WARMUP,SLP-USDT,3,1,0,2022-02-28T00:00:00+00:00,2022-03-14T00:00:00+00:00,3.0,3,3
D2,TOP_10,POST_WARMUP,SOL-USDT,165,1,0,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,165.0,165,165
D2,TOP_10,POST_WARMUP,STX-USDT,2,1,0,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,2.0,2,2
D2,TOP_10,POST_WARMUP,TAO-USDT,9,1,0,2024-10-07T00:00:00+00:00,2024-12-02T00:00:00+00:00,9.0,9,9
D2,TOP_10,POST_WARMUP,TRX-USDT,106,8,7,2019-04-01T00:00:00+00:00,2024-09-16T00:00:00+00:00,13.25,3.0,86
D2,TOP_10,POST_WARMUP,UNI-USDT,7,3,2,2020-12-21T00:00:00+00:00,2021-02-22T00:00:00+00:00,2.3333333333333335,1,5
D2,TOP_10,POST_WARMUP,VELO-USDT,5,2,1,2020-12-21T00:00:00+00:00,2024-05-27T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,POST_WARMUP,WIF-USDT,32,3,2,2024-04-22T00:00:00+00:00,2024-12-09T00:00:00+00:00,10.666666666666666,9,14
D2,TOP_10,POST_WARMUP,WLD-USDT,1,1,0,2023-10-23T00:00:00+00:00,2023-10-23T00:00:00+00:00,1.0,1,1
D2,TOP_10,POST_WARMUP,XCN-USDT,2,1,0,2022-08-29T00:00:00+00:00,2022-09-05T00:00:00+00:00,2.0,2,2
D2,TOP_10,POST_WARMUP,XMR-USDT,65,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,8.125,4.5,29
D2,TOP_10,POST_WARMUP,XRP-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_10,POST_WARMUP,XTZ-USDT,50,3,2,2019-09-30T00:00:00+00:00,2020-12-07T00:00:00+00:00,16.666666666666668,3,46
D2,TOP_10,POST_WARMUP,ZEC-USDT,17,4,3,2020-03-23T00:00:00+00:00,2020-11-16T00:00:00+00:00,4.25,3.5,8
D2,TOP_6_TOP_8_HYSTERESIS,FULL,ADA,80,3,2,2020-07-13T00:00:00+00:00,2022-11-14T00:00:00+00:00,26.666666666666668,23,49
D2,TOP_6_TOP_8_HYSTERESIS,FULL,ATOM,34,3,2,2020-07-20T00:00:00+00:00,2022-04-04T00:00:00+00:00,11.333333333333334,11,20
D2,TOP_6_TOP_8_HYSTERESIS,FULL,AVAX,53,2,1,2021-12-06T00:00:00+00:00,2024-02-19T00:00:00+00:00,26.5,26.5,42
D2,TOP_6_TOP_8_HYSTERESIS,FULL,BNB,22,2,1,2021-05-10T00:00:00+00:00,2021-11-22T00:00:00+00:00,11.0,11.0,21
D2,TOP_6_TOP_8_HYSTERESIS,FULL,BTC,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_6_TOP_8_HYSTERESIS,FULL,DOGE,65,6,5,2021-06-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,10.833333333333334,13.0,16
D2,TOP_6_TOP_8_HYSTERESIS,FULL,DOT,14,2,1,2021-09-27T00:00:00+00:00,2022-02-07T00:00:00+00:00,7.0,7.0,10
D2,TOP_6_TOP_8_HYSTERESIS,FULL,ETH,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_6_TOP_8_HYSTERESIS,FULL,FET,3,1,0,2024-10-07T00:00:00+00:00,2024-10-21T00:00:00+00:00,3.0,3,3
D2,TOP_6_TOP_8_HYSTERESIS,FULL,FIL,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_6_TOP_8_HYSTERESIS,FULL,ICP,6,1,0,2024-02-12T00:00:00+00:00,2024-03-18T00:00:00+00:00,6.0,6,6
D2,TOP_6_TOP_8_HYSTERESIS,FULL,INJ,17,2,1,2023-05-08T00:00:00+00:00,2024-02-05T00:00:00+00:00,8.5,8.5,10
D2,TOP_6_TOP_8_HYSTERESIS,FULL,JASMY,6,1,0,2022-04-11T00:00:00+00:00,2022-05-16T00:00:00+00:00,6.0,6,6
D2,TOP_6_TOP_8_HYSTERESIS,FULL,KCS,117,1,0,2019-03-11T00:00:00+00:00,2021-05-31T00:00:00+00:00,117.0,117,117
D2,TOP_6_TOP_8_HYSTERESIS,FULL,LINK,5,1,0,2023-11-20T00:00:00+00:00,2023-12-18T00:00:00+00:00,5.0,5,5
D2,TOP_6_TOP_8_HYSTERESIS,FULL,LTC,124,4,3,2019-03-18T00:00:00+00:00,2023-10-23T00:00:00+00:00,31.0,23.0,70
D2,TOP_6_TOP_8_HYSTERESIS,FULL,LUNC,10,1,0,2022-09-26T00:00:00+00:00,2022-11-28T00:00:00+00:00,10.0,10,10
D2,TOP_6_TOP_8_HYSTERESIS,FULL,NEAR,15,3,2,2022-01-31T00:00:00+00:00,2024-06-10T00:00:00+00:00,5.0,4,8
D2,TOP_6_TOP_8_HYSTERESIS,FULL,ONDO,9,1,0,2024-07-01T00:00:00+00:00,2024-08-26T00:00:00+00:00,9.0,9,9
D2,TOP_6_TOP_8_HYSTERESIS,FULL,OP,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_6_TOP_8_HYSTERESIS,FULL,SAND,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_6_TOP_8_HYSTERESIS,FULL,SHIB,51,6,5,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,8.5,8.5,14
D2,TOP_6_TOP_8_HYSTERESIS,FULL,SOL,151,1,0,2022-02-14T00:00:00+00:00,2024-12-30T00:00:00+00:00,151.0,151,151
D2,TOP_6_TOP_8_HYSTERESIS,FULL,TRX,79,3,2,2019-03-18T00:00:00+00:00,2021-05-03T00:00:00+00:00,26.333333333333332,7,69
D2,TOP_6_TOP_8_HYSTERESIS,FULL,WIF,12,1,0,2024-07-15T00:00:00+00:00,2024-09-30T00:00:00+00:00,12.0,12,12
D2,TOP_6_TOP_8_HYSTERESIS,FULL,XMR,27,3,2,2023-07-17T00:00:00+00:00,2024-10-14T00:00:00+00:00,9.0,7,18
D2,TOP_6_TOP_8_HYSTERESIS,FULL,XRP,299,2,1,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,149.5,149.5,150
D2,TOP_6_TOP_8_HYSTERESIS,FULL,XTZ,2,1,0,2020-09-07T00:00:00+00:00,2020-09-14T00:00:00+00:00,2.0,2,2
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ADA,80,3,2,2020-07-13T00:00:00+00:00,2022-11-14T00:00:00+00:00,26.666666666666668,23,49
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ATOM,34,3,2,2020-07-20T00:00:00+00:00,2022-04-04T00:00:00+00:00,11.333333333333334,11,20
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,AVAX,53,2,1,2021-12-06T00:00:00+00:00,2024-02-19T00:00:00+00:00,26.5,26.5,42
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,BNB,22,2,1,2021-05-10T00:00:00+00:00,2021-11-22T00:00:00+00:00,11.0,11.0,21
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,BTC,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,DOGE,65,6,5,2021-06-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,10.833333333333334,13.0,16
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,DOT,14,2,1,2021-09-27T00:00:00+00:00,2022-02-07T00:00:00+00:00,7.0,7.0,10
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ETH,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,FET,3,1,0,2024-10-07T00:00:00+00:00,2024-10-21T00:00:00+00:00,3.0,3,3
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,FIL,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ICP,6,1,0,2024-02-12T00:00:00+00:00,2024-03-18T00:00:00+00:00,6.0,6,6
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,INJ,17,2,1,2023-05-08T00:00:00+00:00,2024-02-05T00:00:00+00:00,8.5,8.5,10
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,JASMY,6,1,0,2022-04-11T00:00:00+00:00,2022-05-16T00:00:00+00:00,6.0,6,6
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,KCS,114,1,0,2019-04-01T00:00:00+00:00,2021-05-31T00:00:00+00:00,114.0,114,114
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LINK,5,1,0,2023-11-20T00:00:00+00:00,2023-12-18T00:00:00+00:00,5.0,5,5
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LTC,122,4,3,2019-04-01T00:00:00+00:00,2023-10-23T00:00:00+00:00,30.5,23.0,68
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LUNC,10,1,0,2022-09-26T00:00:00+00:00,2022-11-28T00:00:00+00:00,10.0,10,10
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,NEAR,15,3,2,2022-01-31T00:00:00+00:00,2024-06-10T00:00:00+00:00,5.0,4,8
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ONDO,9,1,0,2024-07-01T00:00:00+00:00,2024-08-26T00:00:00+00:00,9.0,9,9
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,OP,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SAND,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SHIB,51,6,5,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,8.5,8.5,14
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SOL,151,1,0,2022-02-14T00:00:00+00:00,2024-12-30T00:00:00+00:00,151.0,151,151
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,TRX,77,3,2,2019-04-01T00:00:00+00:00,2021-05-03T00:00:00+00:00,25.666666666666668,7,67
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,WIF,12,1,0,2024-07-15T00:00:00+00:00,2024-09-30T00:00:00+00:00,12.0,12,12
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XMR,27,3,2,2023-07-17T00:00:00+00:00,2024-10-14T00:00:00+00:00,9.0,7,18
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XRP,297,2,1,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,148.5,148.5,149
D2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XTZ,2,1,0,2020-09-07T00:00:00+00:00,2020-09-14T00:00:00+00:00,2.0,2,2
