variant,decision_time,year,scope,post_warmup,eligible_count,top_1_share,top_3_share,top_6_share,top_10_share,hhi,effective_number_assets,rank_1_rank_6_ratio,rank_6_rank_7_ratio,rank_10_rank_11_ratio,rank_30_rank_31_ratio,top_6_median_liquidity,top_6_min_liquidity,top_10_median_liquidity,top_10_min_liquidity,rank_4_5_margin,rank_4_5_below_1pct,rank_4_5_below_2pct,rank_4_5_below_5pct,rank_4_5_below_10pct,rank_4_5_below_20pct,rank_6_7_margin,rank_6_7_below_1pct,rank_6_7_below_2pct,rank_6_7_below_5pct,rank_6_7_below_10pct,rank_6_7_below_20pct,rank_8_9_margin,rank_8_9_below_1pct,rank_8_9_below_2pct,rank_8_9_below_5pct,rank_8_9_below_10pct,rank_8_9_below_20pct,rank_10_11_margin,rank_10_11_below_1pct,rank_10_11_below_2pct,rank_10_11_below_5pct,rank_10_11_below_10pct,rank_10_11_below_20pct,rank_30_31_margin,rank_30_31_below_1pct,rank_30_31_below_2pct,rank_30_31_below_5pct,rank_30_31_below_10pct,rank_30_31_below_20pct
A2,2019-07-29T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5823581998510889,1.0,1.0,1.0,0.4578280611976737,2.184226098732371,,,,,34197088.05081958,8529328.02587748,34197088.05081958,8529328.02587748,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-08-05T00:00:00+00:00,2019,POST_WARMUP,True,3,0.6019504817440504,1.0,1.0,1.0,0.4875625766412899,2.0510187777100892,,,,,63137901.67739228,8529328.02587748,63137901.67739228,8529328.02587748,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-08-12T00:00:00+00:00,2019,POST_WARMUP,True,3,0.6188592683335583,1.0,1.0,1.0,0.49984850940880315,2.000606146015624,,,,,66648339.97677396,8223709.277355401,66648339.97677396,8223709.277355401,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-08-19T00:00:00+00:00,2019,POST_WARMUP,True,3,0.6352770759205281,1.0,1.0,1.0,0.5078752110856106,1.9689876138322366,,,,,62652094.08882558,8797553.324053336,62652094.08882558,8797553.324053336,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-08-26T00:00:00+00:00,2019,POST_WARMUP,True,4,0.6586295239549502,0.9998380795074394,1.0,1.0,0.5170925603975719,1.9338897454473911,,,,,31286754.55227238,29694.253706654985,31286754.55227238,29694.253706654985,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-09-02T00:00:00+00:00,2019,POST_WARMUP,True,4,0.6820536480957503,0.9998427152068996,1.0,1.0,0.5381081727144122,1.8583624087246962,,,,,25307912.47890662,25051.521213338456,25307912.47890662,25051.521213338456,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-09-09T00:00:00+00:00,2019,POST_WARMUP,True,4,0.6657226176592681,0.9998303784117359,1.0,1.0,0.5262356441208013,1.9002893687878784,,,,,22990023.92953797,23343.39294826116,22990023.92953797,23343.39294826116,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-09-16T00:00:00+00:00,2019,POST_WARMUP,True,4,0.6743119335546923,0.9997412902949162,1.0,1.0,0.5255797018054866,1.9026609980651288,,,,,15061638.606724426,23947.39135434632,15061638.606724426,23947.39135434632,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,True,5,0.624161922427621,0.9992889920744478,1.0,1.0,0.47246008914978826,2.1165808985041297,,,,,6025257.900929414,13800.381433687711,6025257.900929414,13800.381433687711,0.46314439563300186,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,True,7,0.5658643463083705,0.9985857538207302,0.9999937799860703,1.0,0.4147227844716802,2.4112492427294794,5997.264115643435,15.169378869956367,,,2985276.6913416954,2873.5455609855644,25705.946480636303,189.4306672422,0.4436315656031261,False,False,False,False,False,0.9340777227220197,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,True,9,0.4740402662932854,0.9961817587400336,0.9997263811972485,1.0,0.36690694137844987,2.725486730349263,546.7564990675714,4.432820258235508,,,1679027.6266028162,13976.303622457712,20117.688890117934,162.50890109295,0.12706799709730696,False,False,False,False,True,0.7744099824164646,False,False,False,False,False,0.8516405351767442,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,True,10,0.4252479620083696,0.9936699294699387,0.9983343441198725,1.0,0.3565012825225589,2.805038997122602,291.7124655078918,1.0649999516463728,,,1363375.0520084628,19683.890076310847,19971.511623237533,133.95350335619997,0.1206825413920892,False,False,False,False,True,0.061032821218339,False,False,False,True,True,0.7216127171530796,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,True,10,0.42999260992287797,0.9924789585866713,0.9987010974950592,1.0,0.35801673946136725,2.7931654857940176,280.7705342077087,1.4443049177347544,,,1188553.275420327,18412.929755568337,20452.270837901342,78.32756601400325,0.33661545962435163,False,False,False,False,False,0.30762542748355487,False,False,False,False,False,0.7531532385017603,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,True,10,0.426933981654208,0.9918478100368292,0.9987723544833724,1.0,0.36004657769854626,2.7774184284491747,267.6005346518082,1.559828519083716,,,1116734.484134601,18711.96214106796,20997.295509786207,110.7750440468,0.40636598805722207,False,False,False,False,False,0.35890388734049683,False,False,False,False,False,0.6238169859856463,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-11-04T00:00:00+00:00,2019,POST_WARMUP,True,11,0.42223476646058666,0.9908400285459805,0.9985080161115867,0.9999831677668785,0.3612955668369066,2.7678169670191735,274.0811993310363,1.5522387857548623,4.026909692516179,,1151498.7805509234,19208.09795789,24820.04592315397,845.12946925,0.33796285844595825,False,False,False,False,False,0.35576922237921377,False,False,False,False,False,0.3990781181278326,False,False,False,False,False,0.7516706168359194,False,False,False,False,False,,False,False,False,False,False
A2,2019-11-11T00:00:00+00:00,2019,POST_WARMUP,True,11,0.41872255447116635,0.9898327300935501,0.9983186282686032,0.9999770657211654,0.36851816276433785,2.713570458776779,246.17847132581846,1.6441485437596648,3.7049863182791967,,1022298.2549345295,20853.01856731,28426.698993465692,1041.7519992979,0.23702525694614257,False,False,False,False,False,0.39178244946572416,False,False,False,False,False,0.440938142472062,False,False,False,False,False,0.7300934702332569,False,False,False,False,False,,False,False,False,False,False
A2,2019-11-18T00:00:00+00:00,2019,POST_WARMUP,True,11,0.4572892687554892,0.990549448139219,0.9977112150962355,0.9999773711273505,0.37581182197917806,2.6609061810072734,265.36361171336733,1.1389651287057405,5.174525731913638,,979946.2811484168,21237.99872720877,25253.817402028842,1443.1032983893951,0.22477832708834464,False,False,False,False,False,0.12200999416343254,False,False,False,False,True,0.25871981491153656,False,False,False,False,False,0.8067455740276741,False,False,False,False,False,,False,False,False,False,False
A2,2019-11-25T00:00:00+00:00,2019,POST_WARMUP,True,12,0.4710180122602654,0.9897556382798712,0.9970941746098253,0.9999033821109762,0.37554059920939786,2.6628279395230168,233.26041835845018,1.0201479917556215,1.8163246799718187,,985639.9593547626,24160.944610651957,25078.12488418075,1654.955220246235,0.3095590775833215,False,False,False,False,False,0.01975006755730402,False,True,True,True,True,0.39310390892943375,False,False,False,False,False,0.44943764128365227,False,False,False,False,False,,False,False,False,False,False
A2,2019-12-02T00:00:00+00:00,2019,POST_WARMUP,True,12,0.4766967644855488,0.9893094854025263,0.996772441827202,0.9998467160600708,0.37634964965758055,2.6571035761819997,206.31386611156523,1.1402671707319032,1.1188205964333842,,975076.0923292057,27316.593663987835,28030.879993344046,1766.4827399711928,0.10645325369896369,False,False,False,False,True,0.12301254857830375,False,False,False,False,True,0.6957496852179307,False,False,False,False,False,0.10620165271551547,False,False,False,False,True,,False,False,False,False,False
A2,2019-12-09T00:00:00+00:00,2019,POST_WARMUP,True,12,0.48015761341342494,0.9898805016791775,0.9968968990313349,0.999876033790155,0.3778833670593292,2.6463191745695336,258.18418352006347,1.0108434907809065,1.6561815019366863,,963572.3531769785,21799.253402795,24545.915731593468,2048.2307515452635,0.17673603689461476,False,False,False,False,True,0.010727170803196859,False,True,True,True,True,0.7373667876291033,False,False,False,False,False,0.3962014436034748,False,False,False,False,False,,False,False,False,False,False
A2,2019-12-16T00:00:00+00:00,2019,POST_WARMUP,True,12,0.4828424843696383,0.9887046539659943,0.9963224270977064,0.9998580992380758,0.3867319409202739,2.585770385607103,271.96835413531943,1.0750348775595435,1.107969335158657,,807432.8992888005,20089.7492170466,26340.179567897583,1609.2318429900884,0.027763118188005916,False,False,True,True,True,0.06979762157101506,False,False,False,True,True,0.745217945642595,False,False,False,False,False,0.09744794529281461,False,False,False,True,True,,False,False,False,False,False
A2,2019-12-23T00:00:00+00:00,2019,POST_WARMUP,True,12,0.47448521638142205,0.9879569569229864,0.9961584200236727,0.9998876887733529,0.3875322586574357,2.5804303452424677,278.25618620655376,1.0541173475390775,1.451211069697603,,757048.8500387752,18890.677096090003,25988.144765885863,1672.9450369366934,0.1490601014352546,False,False,False,False,True,0.05133901615927183,False,False,False,True,True,0.7081570648983216,False,False,False,False,False,0.310920361013801,False,False,False,False,False,,False,False,False,False,False
A2,2019-12-30T00:00:00+00:00,2019,POST_WARMUP,True,12,0.4468201834883522,0.9883437089137284,0.9961033211902318,0.999917343693297,0.38516996525276515,2.5962564327770385,254.54331662477622,1.0383161133305685,1.6885037967967413,,703733.0976384622,18365.836638802582,23992.757786427814,1373.800238294211,0.10784652880580745,False,False,False,False,True,0.036902165764974314,False,False,True,True,True,0.7445788879563224,False,False,False,False,False,0.4077596971371348,False,False,False,False,False,,False,False,False,False,False
A2,2020-01-06T00:00:00+00:00,2020,POST_WARMUP,True,12,0.5469011070172427,0.9903009050321121,0.996983981966859,0.9999467833936312,0.4216739810219259,2.3715003652264777,269.9345995225941,1.3850020384849118,2.283566356895937,,700175.1223301089,24902.20628774943,26609.762670614706,1373.800238294211,0.020915472283645455,False,False,True,True,True,0.2779794020419457,False,False,False,False,False,0.8435106217634402,False,False,False,False,False,0.5620884862924216,False,False,False,False,False,,False,False,False,False,False
A2,2020-01-13T00:00:00+00:00,2020,POST_WARMUP,True,12,0.5177812083468473,0.9909298404443091,0.9968060075871422,0.9999262064418631,0.40447701435500055,2.472328375926752,329.8028732683314,1.0791664204221356,1.4203242465600767,,910158.7381040736,22264.01494491945,25312.694323656506,1407.57117021685,0.13282434923670955,False,False,False,False,True,0.07335886191785716,False,False,False,True,True,0.9058757748966213,False,False,False,False,False,0.29593541585878846,False,False,False,False,False,,False,False,False,False,False
A2,2020-01-20T00:00:00+00:00,2020,POST_WARMUP,True,12,0.43970670384100763,0.9925542309577278,0.9973491233839417,0.9999540458277318,0.38924434881435965,2.5690803297363347,342.38489500762597,1.0684987953811877,2.176431970398358,,1141466.7487484757,22264.01494491945,24120.75681790615,1381.6279296263851,0.2553157038928391,False,False,False,False,False,0.06410750828853373,False,False,False,True,True,0.8880086934302625,False,False,False,False,False,0.540532388054855,False,False,False,False,False,,False,False,False,False,False
A2,2020-01-27T00:00:00+00:00,2020,POST_WARMUP,True,12,0.4789019576320857,0.9917488440605355,0.9972606047093919,0.9999527351523803,0.3833217101764403,2.6087747535606765,329.0343612878478,1.2397693904261196,4.0297668679624294,,1530341.1424012068,29211.950845395,34882.78932530639,2558.149544936557,0.0074362025586390814,True,True,True,True,True,0.19339837898700554,False,False,False,False,True,0.679923084140213,False,False,False,False,False,0.7518466867276543,False,False,False,False,False,,False,False,False,False,False
A2,2020-02-03T00:00:00+00:00,2020,POST_WARMUP,True,12,0.5050223713124313,0.9900267499103349,0.9972335537553784,0.999915536667164,0.3846509165010449,2.599759826640849,360.3378368996484,1.4917357225183463,3.014863177617108,,1919684.3675138508,31932.6360651614,43802.878909310995,2997.881478702808,0.27315501868326203,False,False,False,False,False,0.32963997247997695,False,False,False,False,False,0.032164339038271025,False,False,True,True,True,0.6683099891815384,False,False,False,False,False,,False,False,False,False,False
A2,2020-02-10T00:00:00+00:00,2020,POST_WARMUP,True,12,0.48811123029005926,0.9854053222939677,0.9972027796937141,0.9998730952796124,0.36952153943415045,2.7062021919785875,320.4447020881629,1.5484953973936904,1.9140377451382034,,2273572.0692339963,35609.481250007186,52468.810429301026,3299.593097449069,0.5942368323142043,False,False,False,False,False,0.35421183577095294,False,False,False,False,False,0.3229150717335557,False,False,False,False,False,0.4775442634085595,False,False,False,False,False,,False,False,False,False,False
A2,2020-02-17T00:00:00+00:00,2020,POST_WARMUP,True,12,0.49719669982271303,0.9790165221825643,0.9965921878222856,0.9998016284537394,0.36887396925255256,2.7109530174392487,301.7783896315598,1.4534157903974079,1.403126335855828,,2448113.4214880676,40409.44147323535,81970.27841857247,4423.267249622577,0.5375724030464795,False,False,False,False,False,0.3119656421741711,False,False,False,False,False,0.021235512004221357,False,False,True,True,True,0.2873058010203647,False,False,False,False,False,,False,False,False,False,False
A2,2020-02-24T00:00:00+00:00,2020,POST_WARMUP,True,12,0.4658817564430367,0.9768982622607196,0.995844454082547,0.9998165887689264,0.3477688696167461,2.8754730148849617,146.73933958907284,1.6550831056596276,1.4477838665160612,,3785078.1566575705,91562.32294996126,139631.24509584488,5177.976160391083,0.2973613406657145,False,False,False,False,False,0.39580073255508613,False,False,False,False,False,0.16270406987148656,False,False,False,False,True,0.3092891673075524,False,False,False,False,False,,False,False,False,False,False
A2,2020-03-02T00:00:00+00:00,2020,POST_WARMUP,True,12,0.4402800277353119,0.9749222441866731,0.9951390734639262,0.999831293430598,0.3386013664272034,2.9533253529116874,88.27944604485148,1.730966066879206,1.1325765045711194,,3889382.874588762,157297.66358061205,187659.5138335871,4222.63867812791,0.16883081872680428,False,False,False,False,True,0.42228792398979814,False,False,False,False,False,0.1498978807445153,False,False,False,False,True,0.11705743853597153,False,False,False,False,True,,False,False,False,False,False
A2,2020-03-09T00:00:00+00:00,2020,POST_WARMUP,True,12,0.4226329373961194,0.9727335404459035,0.9951447032782503,0.9998956861065268,0.33238941855291027,3.0085193576666716,76.40317798067241,1.913513161809039,1.50903346801728,,3952228.962319009,173886.22188647208,192826.65102112223,2782.442740340429,0.33582284907221005,False,False,False,False,False,0.47740103388962424,False,False,False,False,False,0.2780913774081114,False,False,False,False,False,0.33732417392047603,False,False,False,False,False,,False,False,False,False,False
A2,2020-03-16T00:00:00+00:00,2020,POST_WARMUP,True,12,0.4236431077913013,0.9662366879861518,0.9956375603069633,0.999909766613803,0.329572792350256,3.034231050654334,94.04346216151112,2.259091686707074,1.3093288630576436,,4076871.890097605,144431.99372410565,177992.4548300362,1908.7698751613173,0.6393996234450253,False,False,False,False,False,0.5573442167557029,False,False,False,False,False,0.6007058750527094,False,False,False,False,False,0.23624993825865523,False,False,False,False,False,,False,False,False,False,False
A2,2020-03-23T00:00:00+00:00,2020,POST_WARMUP,True,12,0.46769785385136875,0.9630207271939296,0.995726711541461,0.9999250197356159,0.34235830676133794,2.920916420751876,111.2888515372626,2.270635539506447,1.062950849953593,,4160489.7377590532,136216.2772311275,162363.32243901893,1805.890593720706,0.7436498492058794,False,False,False,False,False,0.5595946673954715,False,False,False,False,False,0.7307734020906234,False,False,False,False,False,0.05922272883674845,False,False,False,True,True,,False,False,False,False,False
A2,2020-03-30T00:00:00+00:00,2020,POST_WARMUP,True,12,0.5377658215751376,0.969036269139782,0.9965252319424965,0.9999305349136549,0.3826044947649533,2.6136650606113068,142.36714286651446,2.053552421834802,1.1370886309806534,,3936276.023904082,127169.26410078272,137034.72116525887,1805.890593720706,0.7744817614112358,False,False,False,False,False,0.5130389712152938,False,False,False,False,False,0.796820179974649,False,False,False,False,False,0.12056107786639707,False,False,False,False,True,,False,False,False,False,False
A2,2020-04-06T00:00:00+00:00,2020,POST_WARMUP,True,12,0.5977689578349402,0.9749049812170656,0.9972110567194723,0.9999299409140415,0.42874310943018623,2.3323990007187128,246.3701727973286,1.377388781970378,1.1371768807896134,,3377177.4045741414,80932.34290124467,100034.90282694169,1805.890593720706,0.7809879093560436,False,False,False,False,False,0.27398856946585337,False,False,False,False,False,0.6753299831619535,False,False,False,False,False,0.12062932610304461,False,False,False,False,True,,False,False,False,False,False
A2,2020-04-13T00:00:00+00:00,2020,POST_WARMUP,True,12,0.6360112303393262,0.9746779687154434,0.9974677237496832,0.9999491226190782,0.46219207198616924,2.1636026678318365,244.28141297932416,1.5948493042701544,1.5304616211176776,,2782337.0784433074,79598.38373866079,92706.7047823813,1481.6277698394906,0.7930570681019382,False,False,False,False,False,0.3729815115932682,False,False,False,False,False,0.578932577601132,False,False,False,False,False,0.3466023674153213,False,False,False,False,False,,False,False,False,False,False
