variant,decision_time,year,scope,post_warmup,eligible_count,top_1_share,top_3_share,top_6_share,top_10_share,hhi,effective_number_assets,rank_1_rank_6_ratio,rank_6_rank_7_ratio,rank_10_rank_11_ratio,rank_30_rank_31_ratio,top_6_median_liquidity,top_6_min_liquidity,top_10_median_liquidity,top_10_min_liquidity,rank_4_5_margin,rank_4_5_below_1pct,rank_4_5_below_2pct,rank_4_5_below_5pct,rank_4_5_below_10pct,rank_4_5_below_20pct,rank_6_7_margin,rank_6_7_below_1pct,rank_6_7_below_2pct,rank_6_7_below_5pct,rank_6_7_below_10pct,rank_6_7_below_20pct,rank_8_9_margin,rank_8_9_below_1pct,rank_8_9_below_2pct,rank_8_9_below_5pct,rank_8_9_below_10pct,rank_8_9_below_20pct,rank_10_11_margin,rank_10_11_below_1pct,rank_10_11_below_2pct,rank_10_11_below_5pct,rank_10_11_below_10pct,rank_10_11_below_20pct,rank_30_31_margin,rank_30_31_below_1pct,rank_30_31_below_2pct,rank_30_31_below_5pct,rank_30_31_below_10pct,rank_30_31_below_20pct
A2,2019-01-07T00:00:00+00:00,2019,FULL_ONLY,False,0,0.0,0.0,0.0,0.0,0,0.0,,,,,0.0,0.0,0.0,0.0,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-01-14T00:00:00+00:00,2019,FULL_ONLY,False,0,0.0,0.0,0.0,0.0,0,0.0,,,,,0.0,0.0,0.0,0.0,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-01-21T00:00:00+00:00,2019,FULL_ONLY,False,0,0.0,0.0,0.0,0.0,0,0.0,,,,,0.0,0.0,0.0,0.0,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-01-28T00:00:00+00:00,2019,FULL_ONLY,False,2,0.5386401857545255,1.0,1.0,1.0,0.5029861279102886,1.988126400532377,,,,,339508.44805763,313271.109061275,339508.44805763,313271.109061275,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-02-04T00:00:00+00:00,2019,FULL_ONLY,False,2,0.5955269684300635,1.0,1.0,1.0,0.5182508033948767,1.929567679296116,,,,,302733.26234218996,244894.88075320495,302733.26234218996,244894.88075320495,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-02-11T00:00:00+00:00,2019,FULL_ONLY,False,2,0.6615078402001923,1.0,1.0,1.0,0.5521695648922617,1.8110378832544278,,,,,239296.0409862675,161999.66748997,239296.0409862675,161999.66748997,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-02-18T00:00:00+00:00,2019,FULL_ONLY,False,2,0.6668512262525267,1.0,1.0,1.0,0.5556786634039437,1.7996012189387636,,,,,215313.08567547,143462.580929135,215313.08567547,143462.580929135,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-02-25T00:00:00+00:00,2019,FULL_ONLY,False,2,0.6637076906513832,1.0,1.0,1.0,0.5536004159568181,1.806357024265679,,,,,213300.41892277525,143462.580929135,213300.41892277525,143462.580929135,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-03-04T00:00:00+00:00,2019,FULL_ONLY,False,2,0.6126282388537025,1.0,1.0,1.0,0.5253702403745734,1.9034195756634973,,,,,201222.63268960675,155895.931214935,201222.63268960675,155895.931214935,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-03-11T00:00:00+00:00,2019,FULL_ONLY,False,3,0.4670647501162727,1.0,1.0,1.0,0.3696797157431775,2.70504427863907,,,,,247765.7829662969,145850.80812008135,247765.7829662969,145850.80812008135,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-03-18T00:00:00+00:00,2019,FULL_ONLY,False,3,0.4930286207240016,1.0,1.0,1.0,0.37522932747773613,2.665036890165079,,,,,260541.98707758295,185458.58933547232,260541.98707758295,185458.58933547232,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-03-25T00:00:00+00:00,2019,FULL_ONLY,False,3,0.4933264765176885,1.0,1.0,1.0,0.37244750139168586,2.6849421630254033,,,,,273615.9903550064,235549.37498894188,273615.9903550064,235549.37498894188,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-04-01T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4126028781902101,1.0,1.0,1.0,0.3484496021876395,2.8698554790184603,,,,,501746.9551835973,347504.08946879563,501746.9551835973,347504.08946879563,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-04-08T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5427691497627742,1.0,1.0,1.0,0.4063899059777694,2.460691039050322,,,,,804206.0459329183,468706.3803382437,804206.0459329183,468706.3803382437,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-04-15T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4739535061281031,1.0,1.0,1.0,0.3768729652786477,2.6534139939186994,,,,,1248952.5728700757,648126.4106760656,1248952.5728700757,648126.4106760656,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-04-22T00:00:00+00:00,2019,POST_WARMUP,True,3,0.46002990533710775,1.0,1.0,1.0,0.3727384196872631,2.682846594775567,,,,,1248952.5728700757,637332.2489465458,1248952.5728700757,637332.2489465458,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-04-29T00:00:00+00:00,2019,POST_WARMUP,True,3,0.42669517742151764,1.0,1.0,1.0,0.37306223538653327,2.68051790062291,,,,,1442900.8618778945,614376.2145508423,1442900.8618778945,614376.2145508423,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-05-06T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4048922674364463,1.0,1.0,1.0,0.34930446882280125,2.8628319682542918,,,,,1170638.1023905869,754165.7840037517,1170638.1023905869,754165.7840037517,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-05-13T00:00:00+00:00,2019,POST_WARMUP,True,3,0.3811931450619215,1.0,1.0,1.0,0.34647890694170713,2.886178581047774,,,,,1302316.3771267473,823571.7681779414,1302316.3771267473,823571.7681779414,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-05-20T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4202817842136511,1.0,1.0,1.0,0.35341837816738564,2.8295076367714556,,,,,1590750.1365406304,999778.9456746782,1590750.1365406304,999778.9456746782,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-05-27T00:00:00+00:00,2019,POST_WARMUP,True,3,0.405637656918099,1.0,1.0,1.0,0.3592465540610148,2.783603596738075,,,,,2850240.472530097,1468766.057997258,2850240.472530097,1468766.057997258,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-06-03T00:00:00+00:00,2019,POST_WARMUP,True,3,0.3963175541545415,1.0,1.0,1.0,0.3536136836326357,2.8279448626736006,,,,,3615263.215986152,2031681.329270684,3615263.215986152,2031681.329270684,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-06-10T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4152480900356748,1.0,1.0,1.0,0.3599946510512905,2.777819051143413,,,,,3970364.167536592,2084027.5406521533,3970364.167536592,2084027.5406521533,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-06-17T00:00:00+00:00,2019,POST_WARMUP,True,3,0.4488055492678718,1.0,1.0,1.0,0.3648491609957762,2.7408587079403395,,,,,3712451.75771994,2109523.8282734053,3712451.75771994,2109523.8282734053,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-06-24T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5458247721997993,1.0,1.0,1.0,0.40878663902592033,2.4462639052559445,,,,,3858052.602409317,2200124.871334001,3858052.602409317,2200124.871334001,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-07-01T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5910697923727625,1.0,1.0,1.0,0.4412261384679885,2.266411512863151,,,,,4433485.976436874,2313917.6896286053,4433485.976436874,2313917.6896286053,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-07-08T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5425940582398608,1.0,1.0,1.0,0.41155706658750085,2.4297966945184033,,,,,5497873.203935739,2670059.213308733,5497873.203935739,2670059.213308733,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-07-15T00:00:00+00:00,2019,POST_WARMUP,True,3,0.5050901587704424,1.0,1.0,1.0,0.3785285558812871,2.6418086151302593,,,,,9599674.207835224,8049632.876076421,9599674.207835224,8049632.876076421,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
A2,2019-07-22T00:00:00+00:00,2019,POST_WARMUP,True,3,0.6564830719808034,1.0,1.0,1.0,0.4936006487363295,2.0259292660171884,,,,,15056711.922505368,9072746.615138508,15056711.922505368,9072746.615138508,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False
