decision_time,classification,legacy_assets,legacy_asset_count,historical_eligible_count,eligible_legacy_count,top_6_overlap,top_6_jaccard,top_10_overlap,top_10_jaccard,historical_top6_omitted_by_legacy,legacy_assets_not_historically_eligible
2019-03-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-03-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-04-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-04-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-04-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-04-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-04-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-05-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-05-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-05-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-05-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,13,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-06-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,14,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-06-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,15,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-06-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,15,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-06-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,15,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-07-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,15,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-07-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,15,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;NEO-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-07-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-07-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-07-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-08-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-08-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-08-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,16,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-08-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,17,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-09-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,18,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-09-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,19,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-09-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,19,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-09-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,21,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-09-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,23,2,2,0.2,2,0.14285714285714285,KCS-USDT;LTC-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-10-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,25,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-10-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,27,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-10-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,27,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-10-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,27,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-11-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,28,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-11-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,29,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-11-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,29,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-11-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,30,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-12-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,30,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-12-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-12-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-12-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2019-12-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-01-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-01-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-01-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-01-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-02-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-02-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,31,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-02-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,32,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-02-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,32,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-03-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,32,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-03-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,32,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-03-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,32,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-03-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-03-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-04-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-04-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-04-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-04-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
2020-05-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,AVAX-USDT;BTC-USDT;ETH-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,6,33,2,2,0.2,2,0.14285714285714285,BCHSV-USDT;KCS-USDT;LTC-USDT;XTZ-USDT,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT
