comparison,variant,baseline,decision_time,year,scope,top_n,left_eligible_count,right_eligible_count,eligible_count_difference,exact_match,jaccard,overlap_count,symmetric_difference_size,substitution_count,added_assets,removed_assets,rank_displacement_common,spearman_common,turnover_difference,concentration_hhi_difference,top_10_share_difference
D2_vs_C2,D2,C2,2019-09-23T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,9,21,-12,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,2.4444444444444446,0.9709131855079028,0,0.0,0.0
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,4,7,23,-16,False,0.6,3,2,1.0,ATOM-USDT,XRP-USDT,7.428571428571429,0.9807972217456823,-16,0.20034756459461528,0.0034001409932925553
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,6,7,23,-16,False,0.3333333333333333,3,6,3.0,ALGO-USDT;ATOM-USDT;XTZ-USDT,LTC-USDT;TRX-USDT;XRP-USDT,7.428571428571429,0.9807972217456823,-14,0.20034756459461528,0.0034001409932925553
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,8,7,23,-16,False,0.25,3,9,9.0,ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT,BCHSV-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,7.428571428571429,0.9807972217456823,-11,0.20034756459461528,0.0034001409932925553
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,10,7,23,-16,False,0.21428571428571427,3,11,11.0,ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,7.428571428571429,0.9807972217456823,-9,0.20034756459461528,0.0034001409932925553
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,30,7,23,-16,False,0.30434782608695654,7,16,16.0,,AVA-USDT;BCHSV-USDT;BNB-USDT;CHR-USDT;COTI-USDT;ETC-USDT;LTC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,7.428571428571429,0.9807972217456823,0,0.20034756459461528,0.0034001409932925553
A2_vs_C2,A2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,7,23,-16,False,0.3333333333333333,3,6,3.0,ALGO;ATOM;XTZ,BCHSV;LTC;XRP,7.428571428571429,0.9807972217456823,1,0.0,0.0
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,4,11,23,-12,True,1.0,4,0,0.0,,,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,6,11,23,-12,True,1.0,6,0,0.0,,,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,8,11,23,-12,False,0.6,6,4,2.0,ATOM-USDT;BNB-USDT,BCHSV-USDT;NEO-USDT,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,10,11,23,-12,False,0.42857142857142855,6,8,4.0,ALGO-USDT;ATOM-USDT;BNB-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;MTV-USDT;NEO-USDT,3.5454545454545454,0.9683238451594752,-10,0.012022287248371788,0.00339647251713171
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,30,11,23,-12,False,0.4782608695652174,11,12,12.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,3.5454545454545454,0.9683238451594752,0,0.012022287248371788,0.00339647251713171
B2_vs_C2,B2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,11,23,-12,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,3.5454545454545454,0.9683238451594752,0,0.0,0.0
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,4,11,23,-12,True,1.0,4,0,0.0,,,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,6,11,23,-12,True,1.0,6,0,0.0,,,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,8,11,23,-12,False,0.6,6,4,2.0,ATOM-USDT;BNB-USDT,BCHSV-USDT;NEO-USDT,3.5454545454545454,0.9683238451594752,-12,0.012022287248371788,0.00339647251713171
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,10,11,23,-12,False,0.42857142857142855,6,8,4.0,ALGO-USDT;ATOM-USDT;BNB-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;MTV-USDT;NEO-USDT,3.5454545454545454,0.9683238451594752,-10,0.012022287248371788,0.00339647251713171
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,30,11,23,-12,False,0.4782608695652174,11,12,12.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,3.5454545454545454,0.9683238451594752,0,0.012022287248371788,0.00339647251713171
D2_vs_C2,D2,C2,2019-09-30T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,11,23,-12,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,3.5454545454545454,0.9683238451594752,0,0.0,0.0
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,4,9,25,-16,False,0.6,3,2,1.0,ATOM-USDT,XRP-USDT,8.444444444444445,0.977165182592873,-16,0.11731034194340995,0.009536726720557276
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,6,9,25,-16,False,0.3333333333333333,3,6,3.0,ADA-USDT;ALGO-USDT;ATOM-USDT,BCHSV-USDT;LTC-USDT;XRP-USDT,8.444444444444445,0.977165182592873,-14,0.11731034194340995,0.009536726720557276
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,8,9,25,-16,False,0.23076923076923078,3,10,5.0,ADA-USDT;ALGO-USDT;ATOM-USDT;XTZ-USDT;ZEC-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;TRX-USDT;XRP-USDT,8.444444444444445,0.977165182592873,-12,0.11731034194340995,0.009536726720557276
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,10,9,25,-16,False,0.1875,3,13,13.0,ADA-USDT;ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,8.444444444444445,0.977165182592873,-11,0.11731034194340995,0.009536726720557276
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,30,9,25,-16,False,0.36,9,16,16.0,,AVA-USDT;BCHSV-USDT;BNB-USDT;CHR-USDT;COTI-USDT;ETC-USDT;LTC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,8.444444444444445,0.977165182592873,0,0.11731034194340995,0.009536726720557276
A2_vs_C2,A2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,9,25,-16,False,0.3333333333333333,3,6,3.0,ALGO;ATOM;XTZ,BCHSV;LTC;XRP,8.444444444444445,0.977165182592873,0,0.0,0.0
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,4,13,25,-12,True,1.0,4,0,0.0,,,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,6,13,25,-12,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,8,13,25,-12,False,0.6,6,4,2.0,ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,10,13,25,-12,False,0.42857142857142855,6,8,4.0,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;NEO-USDT,4.461538461538462,0.9853149804241496,-10,0.02283020306542649,0.009305237579806724
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,30,13,25,-12,False,0.52,13,12,12.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.461538461538462,0.9853149804241496,0,0.02283020306542649,0.009305237579806724
B2_vs_C2,B2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,13,25,-12,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.461538461538462,0.9853149804241496,0,0.0,0.0
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,4,13,25,-12,True,1.0,4,0,0.0,,,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,6,13,25,-12,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,8,13,25,-12,False,0.6,6,4,2.0,ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT,4.461538461538462,0.9853149804241496,-12,0.02283020306542649,0.009305237579806724
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,10,13,25,-12,False,0.42857142857142855,6,8,4.0,ADA-USDT;ALGO-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;NEO-USDT,4.461538461538462,0.9853149804241496,-10,0.02283020306542649,0.009305237579806724
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,30,13,25,-12,False,0.52,13,12,12.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.461538461538462,0.9853149804241496,0,0.02283020306542649,0.009305237579806724
D2_vs_C2,D2,C2,2019-10-07T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,13,25,-12,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.461538461538462,0.9853149804241496,0,0.0,0.0
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,4,10,27,-17,False,0.6,3,2,1.0,ARPA-USDT,XRP-USDT,8.8,0.9769412003941564,-14,0.10216022431547594,0.012573952322218918
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,6,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO-USDT;ARPA-USDT;ATOM-USDT,BCHSV-USDT;LTC-USDT;XRP-USDT,8.8,0.9769412003941564,-14,0.10216022431547594,0.012573952322218918
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,8,10,27,-17,False,0.23076923076923078,3,10,5.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;TRX-USDT;XRP-USDT,8.8,0.9769412003941564,-14,0.10216022431547594,0.012573952322218918
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,10,10,27,-17,False,0.17647058823529413,3,14,7.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;MTV-USDT;TRX-USDT;XRP-USDT,8.8,0.9769412003941564,-14,0.10216022431547594,0.012573952322218918
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,30,10,27,-17,False,0.37037037037037035,10,17,17.0,,AVA-USDT;BCHSV-USDT;BNB-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;LTC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,8.8,0.9769412003941564,-1,0.10216022431547594,0.012573952322218918
A2_vs_C2,A2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO;ATOM;XTZ,BCHSV;LTC;XRP,8.8,0.9769412003941564,0,0.0,0.0
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.785714285714286,0.9845346239367039,-12,0.024124891262682857,0.011121956990436388
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.785714285714286,0.9845346239367039,-12,0.024124891262682857,0.011121956990436388
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ARPA-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT,4.785714285714286,0.9845346239367039,-10,0.024124891262682857,0.011121956990436388
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.42857142857142855,6,8,4.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;MTV-USDT,4.785714285714286,0.9845346239367039,-10,0.024124891262682857,0.011121956990436388
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,30,14,27,-13,False,0.5185185185185185,14,13,13.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.785714285714286,0.9845346239367039,-1,0.024124891262682857,0.011121956990436388
B2_vs_C2,B2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.785714285714286,0.9845346239367039,0,0.0,0.0
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.785714285714286,0.9845346239367039,-12,0.024124891262682857,0.011121956990436388
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.785714285714286,0.9845346239367039,-12,0.024124891262682857,0.011121956990436388
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ARPA-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT,4.785714285714286,0.9845346239367039,-10,0.024124891262682857,0.011121956990436388
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.42857142857142855,6,8,4.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;MTV-USDT,4.785714285714286,0.9845346239367039,-10,0.024124891262682857,0.011121956990436388
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,30,14,27,-13,False,0.5185185185185185,14,13,13.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.785714285714286,0.9845346239367039,-1,0.024124891262682857,0.011121956990436388
D2_vs_C2,D2,C2,2019-10-14T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.785714285714286,0.9845346239367039,0,0.0,0.0
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,4,10,27,-17,False,0.6,3,2,1.0,ALGO-USDT,XRP-USDT,8.3,0.9908281797266778,-17,0.09160549193215511,0.01347270627114272
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,6,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO-USDT;ARPA-USDT;ATOM-USDT,BCHSV-USDT;LTC-USDT;XRP-USDT,8.3,0.9908281797266778,-17,0.09160549193215511,0.01347270627114272
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,8,10,27,-17,False,0.23076923076923078,3,10,5.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;TRX-USDT;XRP-USDT,8.3,0.9908281797266778,-17,0.09160549193215511,0.01347270627114272
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,10,10,27,-17,False,0.25,4,12,6.0,ADA-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;TRX-USDT;XRP-USDT,8.3,0.9908281797266778,-17,0.09160549193215511,0.01347270627114272
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,30,10,27,-17,False,0.37037037037037035,10,17,17.0,,AVA-USDT;BCHSV-USDT;BNB-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;LTC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,8.3,0.9908281797266778,0,0.09160549193215511,0.01347270627114272
A2_vs_C2,A2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO;ATOM;XTZ,BCHSV;LTC;XRP,8.3,0.9908281797266778,0,0.0,0.0
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ALGO-USDT;ARPA-USDT,BCHSV-USDT;CHR-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.5384615384615384,7,6,3.0,ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,30,14,27,-13,False,0.5185185185185185,14,13,13.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.571428571428571,0.9840733870480746,0,0.02380751226353861,0.012313420982927759
B2_vs_C2,B2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.571428571428571,0.9840733870480746,0,0.0,0.0
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ALGO-USDT;ARPA-USDT,BCHSV-USDT;CHR-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.5384615384615384,7,6,3.0,ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;COTI-USDT,4.571428571428571,0.9840733870480746,-13,0.02380751226353861,0.012313420982927759
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,30,14,27,-13,False,0.5185185185185185,14,13,13.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.571428571428571,0.9840733870480746,0,0.02380751226353861,0.012313420982927759
D2_vs_C2,D2,C2,2019-10-21T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.571428571428571,0.9840733870480746,0,0.0,0.0
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,4,10,27,-17,False,0.6,3,2,1.0,ALGO-USDT,XRP-USDT,8.4,0.9867450220364382,-17,0.0892826968619731,0.013798880048206286
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,6,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO-USDT;ARPA-USDT;ATOM-USDT,BCHSV-USDT;LTC-USDT;XRP-USDT,8.4,0.9867450220364382,-17,0.0892826968619731,0.013798880048206286
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,8,10,27,-17,False,0.23076923076923078,3,10,5.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;XTZ-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;TRX-USDT;XRP-USDT,8.4,0.9867450220364382,-17,0.0892826968619731,0.013798880048206286
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,10,10,27,-17,False,0.25,4,12,6.0,ADA-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,BCHSV-USDT;CHR-USDT;LTC-USDT;TEL-USDT;TRX-USDT;XRP-USDT,8.4,0.9867450220364382,-17,0.0892826968619731,0.013798880048206286
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,30,10,27,-17,False,0.37037037037037035,10,17,17.0,,AVA-USDT;BCHSV-USDT;BNB-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;LTC-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,8.4,0.9867450220364382,0,0.0892826968619731,0.013798880048206286
A2_vs_C2,A2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,10,27,-17,False,0.3333333333333333,3,6,3.0,ALGO;ATOM;XTZ,BCHSV;LTC;XRP,8.4,0.9867450220364382,0,0.0,0.0
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ALGO-USDT;ARPA-USDT,BCHSV-USDT;CHR-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.5384615384615384,7,6,3.0,ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;TEL-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,30,14,27,-13,False,0.5185185185185185,14,13,13.0,,AVA-USDT;BCHSV-USDT;CHR-USDT;COTI-USDT;ETC-USDT;ETN-USDT;MTV-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TEL-USDT;VET-USDT;XLM-USDT,4.642857142857143,0.9783769063743022,0,0.024049962626570276,0.01269665111670959
B2_vs_C2,B2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,HYSTERESIS,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX,BCHSV,4.642857142857143,0.9783769063743022,0,0.0,0.0
D2_vs_C2,D2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,4,14,27,-13,True,1.0,4,0,0.0,,,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
D2_vs_C2,D2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,6,14,27,-13,False,0.7142857142857143,5,2,1.0,TRX-USDT,BCHSV-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
D2_vs_C2,D2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,8,14,27,-13,False,0.6,6,4,2.0,ALGO-USDT;ARPA-USDT,BCHSV-USDT;CHR-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
D2_vs_C2,D2,C2,2019-10-28T00:00:00+00:00,2019,POST_WARMUP,10,14,27,-13,False,0.5384615384615384,7,6,3.0,ARPA-USDT;ATOM-USDT;BNB-USDT,BCHSV-USDT;CHR-USDT;TEL-USDT,4.642857142857143,0.9783769063743022,-13,0.024049962626570276,0.01269665111670959
