family_id,universe_id,period_id,horizon_hours,episode_event_count,pair_count,signal_day_count,markout_count,mean_forward_return,median_forward_return,positive_share,lopo_worst_mean_forward_return,baseline_mean_forward_return,signal_excess_return
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2022,1,430,15,221,2580,-0.01605206079163716,-0.013161086303472569,0.03837209302325582,-0.01548221313338185,-0.00012592875919788802,-0.01592613203243927
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2022,6,430,15,221,2580,-0.01655755193230393,-0.012042804456517953,0.2496124031007752,-0.016073989311565923,-0.0007820590059071868,-0.015775492926396743
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2022,24,430,15,221,2580,-0.02180260458108041,-0.01465409416223662,0.33992248062015507,-0.020987892937004333,-0.0032542775877055802,-0.01854832699337483
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2023,1,430,14,249,2580,-0.01058259311207313,-0.008057852175992142,0.046511627906976744,-0.00992543277266234,9.552518031207322e-05,-0.010678118292385203
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2023,6,430,14,249,2580,-0.008851647481017223,-0.007116863652600169,0.2531007751937985,-0.008547399211703437,0.0005683562211879063,-0.009420003702205129
INTRAHOUR_DOWNSIDE_STRESS,C2,ROBUSTNESS_2023,24,430,14,249,2580,-0.006246690063892071,-0.007176634702717399,0.35271317829457366,-0.005776708960532934,0.0022600537005586746,-0.008506743764450746
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2022,1,430,15,221,2580,-0.01605206079163716,-0.013161086303472569,0.03837209302325582,-0.01548221313338185,-0.00012592875919788802,-0.01592613203243927
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2022,6,430,15,221,2580,-0.01655755193230393,-0.012042804456517953,0.2496124031007752,-0.016073989311565923,-0.0007820590059071868,-0.015775492926396743
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2022,24,430,15,221,2580,-0.02180260458108041,-0.01465409416223662,0.33992248062015507,-0.020987892937004333,-0.0032542775877055802,-0.01854832699337483
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2023,1,430,12,249,2580,-0.010865674958531723,-0.00829618564358503,0.04612403100775194,-0.010265130988412651,0.00011436325493887455,-0.010980038213470598
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2023,6,430,12,249,2580,-0.00900861947819067,-0.007061258121630609,0.25736434108527134,-0.008735765608311572,0.0006789806530596592,-0.00968760013125033
INTRAHOUR_DOWNSIDE_STRESS,D2,ROBUSTNESS_2023,24,430,12,249,2580,-0.006099759118271396,-0.0069455465645723025,0.35930232558139535,-0.005656317200525342,0.0026740964008093015,-0.008773855519080697
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,1,430,15,221,2580,-0.01605206079163716,-0.013161086303472569,0.03837209302325582,-0.01548221313338185,-0.00012592875919788802,-0.01592613203243927
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,6,430,15,221,2580,-0.01655755193230393,-0.012042804456517953,0.2496124031007752,-0.016073989311565923,-0.0007820590059071868,-0.015775492926396743
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,24,430,15,221,2580,-0.02180260458108041,-0.01465409416223662,0.33992248062015507,-0.020987892937004333,-0.0032542775877055802,-0.01854832699337483
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,1,430,14,249,2580,-0.010826239592748704,-0.008218404855540429,0.04612403100775194,-0.010217808549473028,0.0001026210965453765,-0.01092886068929408
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,6,430,14,249,2580,-0.009107037285999391,-0.007179776612899702,0.25193798449612403,-0.00885386697768204,0.0006108275721147995,-0.00971786485811419
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,24,430,14,249,2580,-0.006302202916009255,-0.007094842987573624,0.3550387596899225,-0.0057477049182721495,0.0024123185738288877,-0.008714521489838143
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,1,1233,15,359,7398,-0.0026313859607071497,-0.001708473774239827,0.36901865369018655,-0.002464106469175713,-0.00013960683604234678,-0.0024917791246648027
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,6,1233,15,359,7398,-0.003565914497150897,-0.0019911210946649827,0.43471208434712083,-0.003438309216797198,-0.0008648024733943025,-0.0027011120237565947
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,24,1233,15,359,7398,-0.007434887886400688,-0.0056670746245750525,0.42349283590159503,-0.007003387826275413,-0.0036350060504652037,-0.0037998818359354846
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,1,1529,14,361,9174,-0.001012963426209502,-0.000785950752293374,0.39372138652714195,-0.0009015062028528604,9.862977450351335e-05,-0.0011115932007130153
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,6,1528,14,361,9168,-0.0011404166015335426,-0.0008322215073777173,0.45331588132635253,-0.0010573970885144628,0.0005946399078386993,-0.0017350565093722419
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,24,1525,14,360,9150,0.0005233717349596358,-0.000982627075182707,0.47683060109289616,0.0008045314750589864,0.0023732737853733076,-0.0018499020504136718
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,1,1233,15,359,7398,-0.0026313859607071497,-0.001708473774239827,0.36901865369018655,-0.002464106469175713,-0.00013960683604234678,-0.0024917791246648027
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,6,1233,15,359,7398,-0.003565914497150897,-0.0019911210946649827,0.43471208434712083,-0.003438309216797198,-0.0008648024733943025,-0.0027011120237565947
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,24,1233,15,359,7398,-0.007434887886400688,-0.0056670746245750525,0.42349283590159503,-0.007003387826275413,-0.0036350060504652037,-0.0037998818359354846
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,1,1529,12,361,9174,-0.0010305124220745384,-0.0008117432334195374,0.3921953346413778,-0.0009225649978909042,0.00011710640594423625,-0.0011476188280187746
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,6,1528,12,361,9168,-0.0010965874234070262,-0.0008210226208628102,0.45429755671902267,-0.0010299253994148375,0.0007031405933323864,-0.0017997280167394126
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,24,1525,12,360,9150,0.0008787924826660052,-0.0005897211922444301,0.48579234972677593,0.0011470939037125812,0.002779351390737629,-0.0019005589080716239
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,1,1233,15,359,7398,-0.0026313859607071497,-0.001708473774239827,0.36901865369018655,-0.002464106469175713,-0.00013960683604234678,-0.0024917791246648027
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,6,1233,15,359,7398,-0.003565914497150897,-0.0019911210946649827,0.43471208434712083,-0.003438309216797198,-0.0008648024733943025,-0.0027011120237565947
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,24,1233,15,359,7398,-0.007434887886400688,-0.0056670746245750525,0.42349283590159503,-0.007003387826275413,-0.0036350060504652037,-0.0037998818359354846
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,1,1529,14,361,9174,-0.0010372050467201245,-0.0007986641815790896,0.39306736429038586,-0.0009305961474656077,0.00010558954250392548,-0.0011427945892240501
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,6,1528,14,361,9168,-0.0011627834595520632,-0.0008720225291084516,0.4526614310645724,-0.001049423007651657,0.0006362959020114252,-0.0017990793615634884
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,24,1525,14,360,9150,0.0005829741579986645,-0.0009052557143108264,0.479344262295082,0.0009375697772171288,0.002522609482105172,-0.0019396353241065076
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,1,762,15,319,4572,-0.012118434011213805,-0.00916684481478175,0.03412073490813648,-0.011632235495625896,-0.00022504368438202828,-0.011893390326831777
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,6,762,15,319,4572,-0.0128826084908615,-0.008842350337707028,0.28608923884514437,-0.012405815209222553,-0.000985899159248946,-0.011896709331612553
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,24,762,15,319,4572,-0.01714109268360456,-0.012635369894143877,0.36089238845144356,-0.01661380485877082,-0.00374337972418355,-0.013397712959421009
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,1,502,14,268,3012,-0.008140439120038442,-0.00629243835025578,0.04880478087649402,-0.0074664788721435175,-2.7971807501723315e-05,-0.008112467312536719
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,6,502,14,268,3012,-0.006854057780423289,-0.005530494401833674,0.28818061088977426,-0.006562228110160146,0.0004659074535451949,-0.007319965233968484
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,24,501,14,267,3006,-0.003935335845946625,-0.005461952485699417,0.3958749168330007,-0.00361243009547245,0.002270839856452694,-0.006206175702399319
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,1,762,15,319,4572,-0.012118434011213805,-0.00916684481478175,0.03412073490813648,-0.011632235495625896,-0.00022504368438202828,-0.011893390326831777
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,6,762,15,319,4572,-0.0128826084908615,-0.008842350337707028,0.28608923884514437,-0.012405815209222553,-0.000985899159248946,-0.011896709331612553
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,24,762,15,319,4572,-0.01714109268360456,-0.012635369894143877,0.36089238845144356,-0.01661380485877082,-0.00374337972418355,-0.013397712959421009
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,1,502,12,268,3012,-0.008337282714861541,-0.0063850406165739115,0.045816733067729085,-0.007702691185931235,-1.3407343511261783e-05,-0.00832387537135028
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,6,502,12,268,3012,-0.0069334887762839085,-0.005614436434224546,0.2898406374501992,-0.006657545305192889,0.0005688018000884138,-0.007502290576372322
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,24,501,12,267,3006,-0.0036107378879616336,-0.005182831074627303,0.40352628077178976,-0.0032271304886875153,0.0026780445644405985,-0.006288782452402232
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2022,1,762,15,319,4572,-0.012118434011213805,-0.00916684481478175,0.03412073490813648,-0.011632235495625896,-0.00022504368438202828,-0.011893390326831777
