hour,btc_hour_return,btc_realized_volatility,btc_downside_share,btc_max_drawdown,btc_recovery_fraction,btc_imbalance_60,btc_imbalance_15,btc_flow_accel,btc_hour_quote_volume,btc_hour_trade_count,eth_hour_return,eth_realized_volatility,eth_downside_share,eth_max_drawdown,eth_recovery_fraction,eth_imbalance_60,eth_imbalance_15,eth_flow_accel,eth_hour_quote_volume,eth_hour_trade_count,segment_id,btc_realized_volatility_z,btc_quote_volume_z,btc_trade_count_z,btc_participation_z,eth_realized_volatility_z,eth_quote_volume_z,eth_trade_count_z,eth_participation_z,market_hour_return,market_realized_volatility_z,market_downside_share,market_max_drawdown,market_recovery_fraction,market_imbalance_60,market_imbalance_15,market_flow_acceleration,market_participation_z,INTRAHOUR_DOWNSIDE_STRESS_evaluable,INTRAHOUR_DOWNSIDE_STRESS,SELL_FLOW_IMPULSE_evaluable,SELL_FLOW_IMPULSE,PARTICIPATION_BURST_evaluable,PARTICIPATION_BURST,FAILED_INTRAHOUR_RECOVERY_evaluable,FAILED_INTRAHOUR_RECOVERY
2022-01-01 00:00:00+00:00,0.009503011126009486,0.005994735788198696,0.3171656441942511,-0.0001852135137491162,1.0,0.0721855813852097,0.01499794815620148,-0.05718763322900822,69879986.3904993,38608.0,0.012735908079494651,0.006614267650880245,0.29096846530257553,0.0,,0.008959794795699416,-0.009764730657862097,-0.018724525453561514,33430053.335683,21702.0,1,,,,,,,,,0.011119459602752069,,0.30406705474841333,-9.26067568745581e-05,,0.040572688090454556,0.002616608749169691,-0.037956079341284865,,False,False,True,False,False,False,False,False
2022-01-01 01:00:00+00:00,0.002614875555500218,0.0046771003449105975,0.44269591505757777,-0.0017592539802907536,1.0,0.040777563697311114,-0.09163563721496726,-0.13241320091227837,44127148.1176022,31872.0,0.0004969057544372824,0.005246374765609866,0.47061752831585846,-0.0024012634836048097,1.0,-0.07614266919498047,-0.15832241933360403,-0.08217975013862355,33572623.190461,21666.0,1,,,,,,,,,0.0015558906549687501,,0.4566567216867181,-0.0020802587319477817,1.0,-0.01768255274883468,-0.12497902827428564,-0.10729647552545096,,False,False,True,True,False,False,True,False
2022-01-01 02:00:00+00:00,0.0007189255494126634,0.0033983202384228386,0.5817260268476132,-0.0012009883248884634,1.0,-0.14944349021230308,-0.19244358292009622,-0.04300009270779315,22720670.419200096,24364.0,0.0009235196838555115,0.004131496239518589,0.5397621694454874,-0.0007114323145980261,1.0,-0.11525021577804218,-0.2048775027503109,-0.08962728697226874,18757311.255541,13886.0,1,,,,,,,,,0.0008212226166340875,,0.5607440981465504,-0.0009562103197432448,1.0,-0.13234685299517263,-0.19866054283520357,-0.06631368984003094,,False,False,True,True,False,False,True,False
2022-01-01 03:00:00+00:00,3.054787289613614e-05,0.0031729598603417826,0.4989179035167438,-0.0011033549895677064,1.0,-0.11775886650122958,-0.3904808327917426,-0.27272196629051304,26363260.4633629,19882.0,-0.0011935382643002423,0.003206747674035177,0.5096407526594865,-0.0017621452576298546,0.32267884322678614,-0.008034082493882266,-0.09780043358297341,-0.08976635108909115,13211030.720535997,11475.0,1,,,,,,,,,-0.0005814951957020531,,0.5042793280881152,-0.0014327501235987805,0.6613394216133931,-0.06289647449755592,-0.244140633187358,-0.1812441586898021,,False,False,True,True,False,False,True,False
2022-01-01 04:00:00+00:00,-0.0021822899989125677,0.004581095381556823,0.6643698611254103,-0.004741823942429835,0.5397783584106762,-0.07750386944460463,0.09538077974455805,0.1728846491891627,40272043.73838759,23357.0,-0.004229368736506256,0.004137169608791217,0.6565839581498591,-0.004489844144405453,0.05801435406699999,0.08143797868688285,0.045197204861407325,-0.036240773825475525,22732081.677614,14222.0,1,,,,,,,,,-0.003205829367709412,,0.6604769096376347,-0.004615834043417644,0.2988963562388381,0.0019670546211391082,0.07028899230298269,0.06832193768184358,,False,False,True,False,False,False,True,False
2022-01-01 05:00:00+00:00,0.010308053447738885,0.009196364696116151,0.257399371281647,-0.0007944586987447266,1.0,0.10881585981471664,-0.1287044654127587,-0.23752032522747535,66188305.956227005,41431.0,0.007391726444097024,0.008011882352511336,0.24235595873492397,-0.0014454452294913045,1.0,0.0871657447137506,0.18915957382623216,0.10199382911248156,34969772.635180004,23848.0,1,,,,,,,,,0.008849889945917955,,0.2498776650082855,-0.0011199519641180156,1.0,0.09799080226423362,0.03022755420673673,-0.0677632480574969,,False,False,True,False,False,False,True,False
2022-01-01 06:00:00+00:00,-0.004512151915471274,0.005039860567850445,0.7066912800079673,-0.005351691029263916,0.15687361419069917,-0.02450989082409527,0.0028247846969551293,0.0273346755210504,28941491.5656397,25196.0,-0.006339008459149809,0.004660522672133296,0.7204153220123248,-0.007300032123353728,0.13164649798313707,-0.03570116105582166,-0.01556601628549259,0.020135144770329072,19525359.243837,13746.0,1,,,,,,,,,-0.005425580187310541,,0.713553301010146,-0.006325861576308822,0.1442600560869181,-0.030105525939958466,-0.00637061579426873,0.023734910145689736,,False,False,True,False,False,False,True,False
2022-01-01 07:00:00+00:00,0.0045790077865695,0.004679800069100587,0.4299200138242253,-0.0024429747288239323,1.0,-0.10024039227428672,-0.09209400129276601,0.008146390981520701,30399865.6325987,25166.0,0.0009105775162785434,0.004835127602315624,0.46554548855901584,-0.002944559838143457,1.0,0.0491718508568999,-0.027711362795657668,-0.07688321365255757,24286038.021862,17918.0,1,,,,,,,,,0.0027447926514240217,,0.4477327511916206,-0.0026937672834836945,1.0,-0.025534270708693407,-0.05990268204421184,-0.034368411335518434,,False,False,True,False,False,False,True,False
2022-01-01 08:00:00+00:00,-0.0014813094597638798,0.004302283297992578,0.5154698343572556,-0.0025346050289937194,0.41556595886973785,0.04089639451505045,-0.07751975645313225,-0.1184161509681827,25132258.9178944,24412.0,0.001636467383697715,0.004309304486628668,0.4470507773436953,-0.001808727108297603,1.0,0.044084200694458175,0.046851958882746514,0.0027677581882883384,14934292.985916998,13856.0,1,,,,,,,,,7.75789619669176e-05,,0.4812603058504754,-0.0021716660686456613,0.7077829794348689,0.04249029760475431,-0.015333898785192868,-0.05782419638994718,,False,False,True,False,False,False,True,False
2022-01-01 09:00:00+00:00,0.0004065798023207279,0.004354313936285215,0.5017424135294908,-0.0040581587367335414,1.0,-0.05912719472944672,-0.04472238823272989,0.014404806496716827,25480514.384393502,25365.0,-0.0006637750796798514,0.0053309910891609115,0.4950663135217022,-0.003160321836856439,0.7899659863945706,-0.02045007515551145,0.03796351448839319,0.05841358964390464,16803125.774547,14268.0,1,,,,,,,,,-0.00012859763867956175,,0.49840436352559647,-0.00360924028679499,0.8949829931972852,-0.039788634942479084,-0.003379436872168351,0.03640919807031073,,False,False,True,False,False,False,True,False
2022-01-01 10:00:00+00:00,-0.005788650003669682,0.006868981258587732,0.6189077356416195,-0.009091086497151957,0.3632609253599033,-0.0285181654076766,-0.04470355846828489,-0.01618539306060829,43322629.2277111,32540.0,-0.007335956134854715,0.007833007183456378,0.5931891955946085,-0.012157572465424482,0.3965936739659328,-0.048899417926728805,-0.016611585413944918,0.03228783251278389,38510468.901812,27897.0,1,,,,,,,,,-0.006562303069262199,,0.606048465618114,-0.01062432948128822,0.37992729966291805,-0.0387087916672027,-0.030657571941114903,0.0080512197260878,,False,False,True,False,False,False,True,False
2022-01-01 11:00:00+00:00,-0.0023942263770694305,0.004735307146932239,0.6667197355328813,-0.0024390301142985793,0.018369489153304986,-0.0954380155755421,-0.12543584082136994,-0.029997825245827836,34373032.6824355,27081.0,0.0005363833136027285,0.004768482327303956,0.5844311373107736,-0.00010023324547114854,1.0,0.018318335608165093,-0.07055876294854102,-0.08887709855670611,17719693.150087,15708.0,1,,,,,,,,,-0.000928921531733351,,0.6255754364218274,-0.001269631679884864,0.5091847445766525,-0.038559839983688504,-0.09799730188495548,-0.059437461901266975,,False,False,True,True,False,False,True,False
2022-01-01 12:00:00+00:00,0.0067405392816379806,0.004635395428513369,0.3180117040611973,-5.4962833789584664e-05,1.0,0.04978299793875651,-0.06853643248054775,-0.11831943041930426,27355387.028293002,25608.0,0.006200282667908619,0.004857300875571279,0.31967522920004743,-2.7075470165893734e-06,1.0,-0.004579068376393436,0.26066689164624623,0.26524596002263967,24450344.319639996,15801.0,1,,,,,,,,,0.0064704109747733,,0.31884346663062235,-2.883519040308702e-05,1.0,0.02260196478118154,0.09606522958284924,0.0734632648016677,,False,False,True,False,False,False,True,False
2022-01-01 13:00:00+00:00,-0.0010793632585257562,0.004220056014364382,0.5179748292334662,-0.0029519448613409827,0.6343552101323935,-0.04608856136655903,-0.11843180553101407,-0.07234324416445503,21373423.4608165,23077.0,-0.0016817893161978903,0.004614422094017017,0.5240367399980302,-0.002680099454293039,0.37248995983935973,-0.13874597092124075,-0.06973280898833478,0.06901316193290596,21239742.678242,14338.0,1,,,,,,,,,-0.0013805762873618233,,0.5210057846157482,-0.002816022157817011,0.5034225849858767,-0.09241726614389989,-0.09408230725967442,-0.0016650411157745348,,False,False,True,False,False,False,True,False
2022-01-01 14:00:00+00:00,-0.0020632351152323203,0.004459366693186972,0.48759277236453147,-0.0036803078647918985,0.43938518432914536,-0.20074029594048737,-0.371932914660445,-0.1711926187199576,23656850.5083971,23020.0,-0.0033503681901003723,0.004674344309962168,0.5306801874313725,-0.004894825931795799,0.315528634361237,-0.05667344987578227,-0.1159772417051772,-0.059303791829394936,19880225.224923994,13840.0,1,,,,,,,,,-0.0027068016526663463,,0.509136479897952,-0.004287566898293849,0.37745690934519116,-0.12870687290813482,-0.2439550781828111,-0.11524820527467627,,False,False,True,True,False,False,True,False
2022-01-01 15:00:00+00:00,0.006373187047487905,0.006617779435644774,0.34258327328913574,-0.0010298378026774024,1.0,0.09178517962511523,0.0385426829072415,-0.05324249671787373,71605243.71459311,37411.0,0.007643953000238124,0.007232436496815152,0.4949746613682008,-0.001033259039664225,1.0,0.03531384131674353,0.010343566428981044,-0.02497027488776249,34950961.48398301,21166.0,1,,,,,,,,,0.007008570023863014,,0.41877896732866826,-0.0010315484211708137,1.0,0.06354951047092938,0.02444312466811127,-0.03910638580281811,,False,False,True,False,False,False,True,False
2022-01-01 16:00:00+00:00,0.0010500001694231376,0.004786030355488538,0.46780845732513016,-0.0006982352881380605,1.0,-0.048573440147370306,-0.1098247528538594,-0.06125131270648909,49727146.241104,36116.0,0.0006254546625898971,0.004852241195196227,0.5139964556533579,-0.0017663054419924107,1.0,0.11941614585366334,0.18732118022450006,0.06790503437083673,25345470.895912,17111.0,1,,,,,,,,,0.0008377274160065173,,0.490902456489244,-0.0012322703650652356,1.0,0.035421352853146515,0.03874821368532033,0.003326860832173817,,False,False,True,False,False,False,True,False
2022-01-01 17:00:00+00:00,0.010278914484686652,0.006066858072993213,0.1927785509858127,-0.0006304395242424654,1.0,0.007636570816298427,-0.17210556326552018,-0.1797421340818186,62917380.651985504,50007.0,0.008895780406211973,0.005115341288111677,0.2382627393558306,-9.925931092591433e-05,1.0,0.024553898962710097,0.03942269230368378,0.014868793340973685,33465218.744034003,22245.0,1,,,,,,,,,0.009587347445449312,,0.21552064517082165,-0.00036484941758418987,1.0,0.016095234889504262,-0.0663414354809182,-0.08243667037042246,,False,False,True,False,False,False,True,False
2022-01-01 18:00:00+00:00,-0.0040607716932048454,0.004791888593625126,0.5903298416431365,-0.007003951671958664,0.4202170598260006,0.021817242503838763,0.17349410715746894,0.15167686465363017,40986790.5852016,33471.0,-0.0021750922685840335,0.004717946348768241,0.5590687538197205,-0.005520160818557995,0.6059730250481596,0.032584167303935097,-0.07901361965994558,-0.11159778696388067,24995100.635045,16179.0,1,,,,,,,,,-0.0031179319808944395,,0.5746992977314285,-0.0062620562452583295,0.5130950424370802,0.02720070490388693,0.04724024374876168,0.02003953884487475,,False,False,True,False,False,False,True,False
2022-01-01 19:00:00+00:00,-0.004851921361700318,0.0036602696461586846,0.6857871463092993,-0.005631138754942588,0.13837652154431226,0.0738507187140569,0.45623847915664895,0.38238776044259204,39371494.0751019,34902.0,-0.0013244221309072213,0.00407676463413985,0.6051472790407454,-0.004418293547372776,0.700241254523533,-0.015314749598697164,-0.06113807821904871,-0.045823328620351544,18247258.911551,14608.0,1,,,,,,,,,-0.0030881717463037694,,0.6454672126750223,-0.005024716151157682,0.41930888803392263,0.02926798455767987,0.19755020046880012,0.16828221591112025,,False,False,True,False,False,False,True,False
2022-01-01 20:00:00+00:00,0.001310591067486211,0.004119425444190429,0.3839538036026535,-0.0016820273235946814,1.0,0.16718705067755835,0.014161872150672217,-0.15302517852688613,33997955.14030301,26745.0,0.0035809584800938765,0.004818362958133397,0.33606226752626706,-0.0019345714590671692,1.0,-0.1167737712893685,-0.11547486967300125,0.001298901616367254,24388480.808218002,18835.0,1,,,,,,,,,0.0024457747737900437,,0.36000803556446026,-0.0018082993913309253,1.0,0.025206639694094923,-0.050656498761164515,-0.07586313845525944,,False,False,True,False,False,False,True,False
2022-01-01 21:00:00+00:00,-0.0015224146276721084,0.0044052005349838165,0.5171875981388158,-0.002596017624982516,0.41355766886123596,0.15704852175339012,0.11099540036469158,-0.04605312138869855,38367198.618587695,26162.0,-0.00328900138792132,0.004387702224400446,0.6319043261844424,-0.00401752716018533,0.18133686300464683,-0.1009397934204963,-0.19388513423677567,-0.09294534081627936,27091840.537636004,16319.0,1,,,,,,,,,-0.002405708007796714,,0.5745459621616291,-0.003306772392583923,0.2974472659329414,0.02805436416644691,-0.041444866936042046,-0.06949923110248896,,False,False,True,False,False,False,True,False
2022-01-01 22:00:00+00:00,0.0025587673284210855,0.003883088001312339,0.45892699518721164,-0.0020591863931398446,1.0,-0.01628072349024856,-0.00883863294006293,0.007442090550185632,22096653.538429998,26369.0,0.0024622131641707234,0.0038593825467064377,0.4472148147130033,-0.00231015883008856,1.0,0.1904601609562233,0.3560485162645375,0.16558835530831417,13615909.772769,13381.0,1,,,,,,,,,0.0025104902462959044,,0.4530709049501075,-0.0021846726116142023,1.0,0.08708971873298738,0.17360494166223728,0.0865152229292499,,False,False,True,False,False,False,True,False
2022-01-01 23:00:00+00:00,0.0059423609328186355,0.0053586034237288385,0.30510349754848387,-0.003435233092907053,1.0,0.06287473021571,0.12563299218259627,0.06275826196688628,35498428.5247211,32737.0,0.002035716851743974,0.004553403450906082,0.42007112074053693,-0.003430116368493996,1.0,0.049566257789673385,0.09686626560011447,0.04730000781044108,18595923.547713,14651.0,1,,,,,,,,,0.003989038892281305,,0.36258730914451043,-0.0034326747307005245,1.0,0.05622049400269169,0.11124962889135537,0.05502913488866368,,False,False,True,False,False,False,True,False
2022-01-02 00:00:00+00:00,-0.0020401209823592836,0.0044917925409865955,0.5561485079059871,-0.007156767875051373,0.7149382209990035,0.006629681166117729,0.1728007924131576,0.16617111124703987,51510548.660153985,32921.0,-0.001051641995570396,0.004301459230695654,0.5369451212586938,-0.0040737849020326955,0.7418513689700131,-0.08571211824529135,-0.12049560233984813,-0.03478348409455678,23673626.397554,16274.0,1,,,,,,,,,-0.0015458814889648398,,0.5465468145823404,-0.005615276388542034,0.7283947949845083,-0.03954121853958681,0.026152595036654736,0.06569381357624154,,False,False,True,False,False,False,True,False
2022-01-02 01:00:00+00:00,-0.005193039244485442,0.0037914343926337074,0.7008888744812207,-0.006507256963684704,0.2019618598948181,-0.0021357917644124758,-0.05728789418775415,-0.055152102423341676,22096206.48265,24393.0,-0.0038733826567098895,0.004171733894767693,0.6188910645865515,-0.005112227075396714,0.2423296931877197,-0.02104699979935054,-0.19721047584990525,-0.1761634760505547,15451051.597863998,11654.0,1,,,,,,,,,-0.004533210950597666,,0.6598899695338861,-0.005809742019540709,0.2221457765412689,-0.011591395781881508,-0.1272491850188297,-0.1156577892369482,,False,False,True,True,False,False,True,True
2022-01-02 02:00:00+00:00,-0.00015766821583962365,0.0032732244492843193,0.476370011710715,-0.002162819555164619,0.9271006148140813,-0.04588166635226898,-0.10135593759495376,-0.05547427124268478,21431205.774440497,25513.0,-0.0001334400854016149,0.003529746310463738,0.5582459959437075,-0.0013877768881771502,0.9038461538461505,-0.10685073023356262,-0.1842831265502285,-0.07743239631666587,14951633.584092999,11677.0,1,,,,,,,,,-0.00014555415062061927,,0.5173080038272113,-0.0017752982216708846,0.9154733843301159,-0.0763661982929158,-0.14281953207259113,-0.06645333377967533,,False,False,True,True,False,False,True,False
