universe_id,landmark_age_hours,direction,training_period,evaluation_period,removed_pair,training_row_count,evaluation_row_count,training_pair_count,evaluation_pair_count,structural_support_pass,model_fit_pass,continuous_lopo_pass,classification_auc_lopo_pass,subset_required_lopo_pass,spearman_predicted_vs_actual,auc_adverse_score,subset_row_count,subset_actual_mean_rcv,subset_actual_negative_fraction
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,ADA-USDT,40,124,7,12,True,True,True,True,False,0.19534614908024028,0.5537549407114625,82,0.011714125218375624,0.573170731707317
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,ATOM-USDT,42,124,7,12,True,True,True,True,False,0.2392603914590457,0.5845849802371541,74,0.011195582674325417,0.5945945945945946
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,AVAX-USDT,40,124,7,12,True,True,True,False,False,0.0462190306895477,0.4707509881422925,70,0.004226530561541628,0.5857142857142857
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,BTC-USDT,38,100,7,11,True,True,True,True,False,0.21244670049753372,0.5671672077922078,75,0.014719592080004368,0.5733333333333334
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,DOGE-USDT,45,119,8,11,True,True,True,True,False,0.18519389602678787,0.5493685419058554,82,0.012648323034043956,0.5853658536585366
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,ETH-USDT,33,104,7,11,True,True,True,True,False,0.27469609521230504,0.5880681818181818,94,0.012921576844643633,0.6170212765957447
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,GRAM-USDT,45,123,8,11,True,True,True,True,False,0.20495487599266132,0.5594919786096256,85,0.01277275020239178,0.5764705882352941
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,KAS-USDT,45,121,8,11,True,True,True,True,False,0.1698514337267224,0.5444903581267218,83,0.014931366793707351,0.5662650602409639
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,LINK-USDT,45,119,8,11,True,True,True,True,False,0.17497498428443478,0.5424528301886793,82,0.013490195267568637,0.573170731707317
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,LTC-USDT,45,117,8,11,True,True,True,True,False,0.19264444830419797,0.5534023668639053,81,0.015081005959924355,0.5802469135802469
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,LUNC-USDT,43,124,7,12,True,True,True,True,False,0.20656927534523428,0.5608695652173913,86,0.012146542246368961,0.5813953488372093
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,OP-USDT,45,120,8,11,True,True,True,True,False,0.18160979102730088,0.5418069584736251,83,0.013659458586494146,0.5662650602409639
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,SHIB-USDT,45,115,8,11,True,True,True,True,False,0.21945122690609806,0.5702075702075702,79,0.011601276131099299,0.5822784810126582
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,SOL-USDT,38,101,7,11,True,True,True,False,False,0.1127045361347645,0.49760765550239233,92,0.005617929356430571,0.5760869565217391
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,XMR-USDT,45,117,8,11,True,True,True,True,False,0.21827332824026038,0.5757396449704142,81,0.01250220456753511,0.5925925925925926
C2,24,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,XRP-USDT,41,108,7,11,True,True,False,True,False,0.20911900546231105,0.5842013888888888,63,0.013005516535480524,0.5714285714285714
C2,48,FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,ADA-USDT,40,124,7,12,True,True,True,True,False,0.2651006169626109,0.661277705345502,68,0.002648669179911917,0.6470588235294118
