direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,coefficient_name,coefficient_value
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,INTERCEPT,0.009819024687483724
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.01429416500748361
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.07619788199790106
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,INTERCEPT,-0.057341721771335584
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.09945138500167554
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.031642303877904135
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,INTERCEPT,-0.020859800966223502
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.05305680030661385
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.06043865975140211
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,INTERCEPT,-0.032006006793436834
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.0529111507119192
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,0.0026826102050799675
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,INTERCEPT,-0.015932452913969844
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.12614648834450234
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.08851587208578053
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,INTERCEPT,-0.0317235108487556
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.034672500923533876
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,0.0023222408061725234
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,INTERCEPT,0.009819024687483724
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.01429416500748361
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.07619788199790106
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,INTERCEPT,-0.057341721771335584
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.09945138500167554
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.031642303877904135
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,INTERCEPT,-0.020859800966223502
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.05305680030661385
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.06043865975140211
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,96,True,3,INTERCEPT,-0.032006006793436834
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,96,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.0529111507119192
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,96,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,0.0026826102050799675
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,120,True,3,INTERCEPT,-0.015932452913969844
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,120,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.12614648834450234
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,120,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.08851587208578053
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,144,True,3,INTERCEPT,-0.0317235108487556
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,144,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.034672500923533876
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,144,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,0.0023222408061725234
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,24,True,3,INTERCEPT,0.009819024687483724
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,24,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.01429416500748361
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,24,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.07619788199790106
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,48,True,3,INTERCEPT,-0.057341721771335584
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,48,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.09945138500167554
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,48,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.031642303877904135
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,INTERCEPT,-0.020859800966223502
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.05305680030661385
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.06043865975140211
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,INTERCEPT,-0.032006006793436834
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.0529111507119192
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,0.0026826102050799675
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,INTERCEPT,-0.015932452913969844
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS,0.12614648834450234
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,BTC_ETH_CROSS_VENUE_LOG_CLOSE_PRICE_BASIS_DISPERSION,-0.08851587208578053
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,144,True,3,INTERCEPT,-0.0317235108487556
