cohort,symbol,trade_count,win_rate,net_pnl,share_of_total_net_pnl,average_pnl
PRIMARY_LONG_HISTORY,ADA/USDT,11,0.36363636363636365,95524.41333113564,0.3535159148137219,8684.037575557786
PRIMARY_LONG_HISTORY,BTC/USDT,16,0.5,136330.84239785848,0.504531991215018,8520.677649866155
PRIMARY_LONG_HISTORY,ETH/USDT,16,0.625,38357.22786306798,0.14195209397126013,2397.3267414417487
TRANSFER_COHORT,ADA/USDT,6,0.3333333333333333,14648.158415047752,0.575500218584239,2441.359735841292
TRANSFER_COHORT,AVAX/USDT,4,0.0,-4263.574731906736,-0.16750830518339707,-1065.893682976684
TRANSFER_COHORT,BTC/USDT,15,0.3333333333333333,12444.703695991926,0.4889303825320552,829.6469130661284
TRANSFER_COHORT,DOT/USDT,1,1.0,4928.948125323961,0.193649648176956,4928.948125323961
TRANSFER_COHORT,ETH/USDT,9,0.2222222222222222,-2305.3200371387543,-0.09057194410985309,-256.1466707931949
