cohort,top_trade_count,selected_trade_pnl,share_of_total_net_pnl,net_pnl_after_arithmetic_removal,total_net_pnl
PRIMARY_LONG_HISTORY,1,91532.00562876316,0.3387408472472663,178680.47796329897,270212.48359206214
PRIMARY_LONG_HISTORY,2,147815.1539542944,0.5470330311513286,122397.32963776775,270212.48359206214
PRIMARY_LONG_HISTORY,3,183541.675359293,0.6792494296317729,86670.80823276914,270212.48359206214
PRIMARY_LONG_HISTORY,5,225936.91484818878,0.8361453617712353,44275.56874387336,270212.48359206214
TRANSFER_COHORT,1,15070.148529941844,0.5920794633248242,10382.7669373763,25452.915467318144
TRANSFER_COHORT,2,23508.92259873887,0.9236239608356307,1943.992868579273,25452.915467318144
TRANSFER_COHORT,3,31076.584165120817,1.2209439898947345,-5623.668697802674,25452.915467318144
TRANSFER_COHORT,5,40229.66686507116,1.5805524092800507,-14776.751397753014,25452.915467318144
