variant_id,new_trade_count,trade_count,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,minimum_cash,capital_feasible,two_x_net_return,two_x_profit_factor,two_x_minimum_cash,two_x_capital_feasible,mean_high_opportunity_capture,delta_net_return_vs_v3,delta_capture_vs_v3,source_rd16q_new_trade_count,source_rd16q_net_return,source_rd16q_profit_factor,expanded_delta_new_trades_vs_rd16q,expanded_delta_net_return_vs_rd16q,expanded_delta_profit_factor_vs_rd16q,noncore_new_trade_count,noncore_net_pnl,noncore_return_on_initial_equity,noncore_profit_factor,noncore_win_rate
ALL_RD16S_EXPANDED_UNIVERSE_DOMAINS_OVERLAY,608,1175,0.6298790407803874,0.006806443407081364,1.1244252714839393,0.2930953162442207,-72613.74255478417,False,-0.38122275740366085,0.9331943463114345,-155166.65909947525,False,0.061954302246464754,-0.45167959062187846,-0.0007487943261879626,324,0.3128032283210495,1.082736722577961,284,0.31707581245933786,0.041688548905978395,320,17864.948989518693,0.17864948989518692,1.1209527679940667,0.421875
