scope,variant_id,cost_multiplier,trade_count,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,minimum_cash,minimum_equity,capital_feasible
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,1.0,497,0.02741766335654039,0.00037566603658012454,0.33895031626521777,1.011802737556167,-216901.56258768926,76074.95274038144,False
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,1.5,497,-0.22518741474160242,-0.0035365200135618613,0.41510460809044414,0.9091083094787161,-232559.26151321174,66121.14839138433,False
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,2.0,497,-0.4777924928397522,-0.008981016430532951,0.5504071122525899,0.8190108493937461,-248216.96043873462,49910.91960779944,False
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,3.0,497,-0.983002649036041,-0.05501024342725147,0.9841064744171518,0.6716795709645179,-281486.7121078485,1699.7350963959034,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,1.0,910,0.6729299670828741,0.0071709915727398155,0.2492048385085619,1.1765459334157398,-64788.642571614706,93619.73582481802,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,1.5,910,0.27827969277426834,0.003415038101962864,0.3272506707753937,1.0685955435025347,-87404.9571561057,92470.0088787334,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,2.0,910,-0.11637058153435664,-0.0017164647015336376,0.46145229181288405,0.9730368656996606,-110288.8757706026,86058.49598284868,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,3.0,910,-0.9056711301515808,-0.032252783199447244,0.9325196590334095,0.8141399219935035,-156056.71299959542,9432.886984841913,False
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,1.0,33,0.11925023757605868,0.0015656058618631619,0.09659391600499134,1.8083452774233595,31343.584374628088,95443.84229462598,True
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,1.5,33,0.10978122851343675,0.001447451051002302,0.10079006379812605,1.7197078081249693,30874.485242422044,95227.6809211018,True
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,2.0,33,0.10031221945081481,0.0013282978922095623,0.10609699579362941,1.6353548034144572,30405.386110215994,95011.51954757757,True
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,3.0,33,0.08137420132557072,0.001086927537545801,0.11679352538041055,1.4768267077462263,29467.187845804,94579.19680052923,True
