domain_id,source_universe_size,expanded_universe_size,source_candidate_count,expanded_candidate_count,delta_candidate_count,source_overlay_new_trade_count,expanded_overlay_new_trade_count,delta_overlay_new_trade_count,source_overlay_net_return,expanded_overlay_net_return,delta_overlay_net_return,source_overlay_profit_factor,expanded_overlay_profit_factor,delta_overlay_profit_factor,noncore_candidate_count,noncore_overlay_trade_count,noncore_overlay_net_pnl,noncore_overlay_profit_factor
BREADTH_THRUST_LEADER_BREAKOUT,6,10,399,629,230,183,343,160,0.5123585829738164,0.6729299670828741,0.1605713841090577,1.1669186054639131,1.1765459334157398,0.009627327951826636,226,172,8377.95284038747,1.1066694723259194
BTC_TO_ALT_ROTATION_BREAKOUT,6,10,28,34,6,17,26,9,0.9927586397427456,1.2101527669671666,0.21739412722442097,1.443951668507914,1.5350906731870158,0.09113900467910185,18,14,18328.075314348596,4.127765828114545
DISPERSION_EXPANSION_LEADER,6,10,215,263,48,107,163,56,0.6364917013017994,0.8455766944048801,0.2090849931030807,1.2343235211065553,1.2860494961684816,0.05172597506192633,129,101,-9671.642334361331,0.8209753245466027
VOLUME_BREADTH_THRUST,6,10,313,659,346,152,334,182,0.7710529448079229,0.7962982459091579,0.025245301101235018,1.2709342963736232,1.2107920449020748,-0.06014225147154839,228,165,2919.773116193699,1.0359172596768522
CORRELATION_RELEASE_ROTATION,6,10,1,1,0,0,0,0,1.0815586314022658,1.0815586314022658,0.0,1.505786335911124,1.505786335911124,0.0,0,0,0.0,
