scope,variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0049571831855053095,0.6437975137033425,0.007699910422129318,False,
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,-0.022694497203970543,8.977084241529303,-0.0025280477038393473,True,False
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.05360765437130821,0.33154791649728477,0.1616890099556612,False,
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.08111229812205445,0.37052437252117865,-0.21891217997385093,False,
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.08583845552370928,-0.15141585105211164,,False,
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.19933989551435505,2.667291938689029,0.07473493719338814,True,False
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.026668541362493414,0.37373514866458524,0.07135679225725577,False,
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009061812152943993,0.6437975137033425,-0.014075562517813039,False,
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5864381197335642,8.977084241529303,0.06532612415739798,True,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.05640765065155229,0.33154791649728477,-0.17013423352945198,False,
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.09797038247927847,0.37052437252117865,-0.26441008944338373,False,
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.03367699939112967,-0.15141585105211164,,False,
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.14032856134922977,2.667291938689029,0.05261087446550793,True,False
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08159526653793236,0.37373514866458524,-0.21832376973234963,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0,0.6437975137033425,0.0,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.16715965639879693,8.977084241529303,0.01862070711395265,True,False
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.007143407973365434,0.33154791649728477,0.021545627699409584,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.005091707798195788,0.37052437252117865,0.013741897094515027,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,0.0,-0.15141585105211164,,False,
