slice_type,slice_value,variant_id,universe_id,cost_multiplier,period_id,trade_count,triggered_trade_count,total_control_net_pnl,total_shadow_net_pnl,total_delta_net_pnl
CONTROL_EXIT_REASON,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2022,24,0,-22167.87875513458,-22167.87875513458,0.0
CONTROL_EXIT_REASON,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,24,22,-22167.87875513458,-4016.624171614688,18151.254583519894
CONTROL_EXIT_REASON,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2022,24,24,-22167.87875513458,-3608.0295768795404,18559.84917825504
CONTROL_EXIT_REASON,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2022,24,24,-22167.87875513458,173.7569555330383,22341.63571066762
CONTROL_EXIT_REASON,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,24,24,-22167.87875513458,-3204.625882931332,18963.25287220325
CONTROL_EXIT_REASON,MAX_HOLD_168H,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2022,21,0,8172.954034516013,8172.954034516013,0.0
CONTROL_EXIT_REASON,MAX_HOLD_168H,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,21,21,8172.954034516013,9175.9665613303,1003.0125268142881
CONTROL_EXIT_REASON,MAX_HOLD_168H,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2022,21,21,8172.954034516013,1614.9486352735994,-6558.005399242414
CONTROL_EXIT_REASON,MAX_HOLD_168H,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2022,21,21,8172.954034516013,4402.5558134377325,-3770.3982210782806
CONTROL_EXIT_REASON,MAX_HOLD_168H,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,21,21,8172.954034516013,1895.8084427964914,-6277.145591719522
