slice_type,slice_value,variant_id,universe_id,cost_multiplier,period_id,trade_count,triggered_trade_count,total_control_net_pnl,total_shadow_net_pnl,total_delta_net_pnl
SUPPORT_FAMILY_BUCKET,MB,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2022,37,0,-14636.955594759162,-14636.955594759162,0.0
SUPPORT_FAMILY_BUCKET,MB,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,37,35,-14636.955594759162,2145.7970712287906,16782.75266598795
SUPPORT_FAMILY_BUCKET,MB,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2022,37,37,-14636.955594759162,-2285.8656376474764,12351.089957111686
SUPPORT_FAMILY_BUCKET,MB,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2022,37,37,-14636.955594759162,3492.7471118527365,18129.7027066119
SUPPORT_FAMILY_BUCKET,MB,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,37,37,-14636.955594759162,-1948.8711887668178,12688.084405992347
SUPPORT_FAMILY_BUCKET,RS,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2022,8,0,642.030874140595,642.030874140595,0.0
SUPPORT_FAMILY_BUCKET,RS,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,8,8,642.030874140595,3013.545318486822,2371.514444346228
SUPPORT_FAMILY_BUCKET,RS,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2022,8,8,642.030874140595,292.7846960415354,-349.2461780990586
SUPPORT_FAMILY_BUCKET,RS,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2022,8,8,642.030874140595,1083.5656571180352,441.5347829774407
SUPPORT_FAMILY_BUCKET,RS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,8,8,642.030874140595,640.0537486319774,-1.9771255086168367
SUPPORT_FAMILY_BUCKET,MB,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2023,91,0,32167.19564209413,32167.19564209413,0.0
SUPPORT_FAMILY_BUCKET,MB,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2023,91,88,32167.19564209413,6682.78638807873,-25484.4092540154
SUPPORT_FAMILY_BUCKET,MB,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2023,91,91,32167.19564209413,-4615.870850380881,-36783.06649247501
SUPPORT_FAMILY_BUCKET,MB,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2023,91,91,32167.19564209413,9337.002451701472,-22830.193190392667
SUPPORT_FAMILY_BUCKET,MB,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,91,91,32167.19564209413,-1740.9178204949071,-33908.11346258904
SUPPORT_FAMILY_BUCKET,OVERLAP,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2023,4,0,-645.7476003251418,-645.7476003251418,0.0
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2023,4,4,-645.7476003251418,-880.8460594907367,-235.0984591655949
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2023,4,4,-645.7476003251418,-1386.3891862358164,-740.6415859106745
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2023,4,4,-645.7476003251418,-223.43079436781622,422.31680595732576
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,4,4,-645.7476003251418,-878.985429342999,-233.23782901785725
SUPPORT_FAMILY_BUCKET,RS,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2023,29,0,2972.3861309944186,2972.3861309944186,0.0
SUPPORT_FAMILY_BUCKET,RS,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2023,29,27,2972.3861309944186,3661.9650032278764,689.5788722334564
SUPPORT_FAMILY_BUCKET,RS,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2023,29,29,2972.3861309944186,422.28073205269135,-2550.1053989417287
SUPPORT_FAMILY_BUCKET,RS,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2023,29,29,2972.3861309944186,4211.707003600413,1239.3208726059947
SUPPORT_FAMILY_BUCKET,RS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,29,29,2972.3861309944186,55.9203386883237,-2916.465792306097
SUPPORT_FAMILY_BUCKET,MB,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2022,37,0,-15963.246038174888,-15963.246038174888,0.0
SUPPORT_FAMILY_BUCKET,MB,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2022,37,35,-15963.246038174888,659.0698506973091,16622.3158888722
SUPPORT_FAMILY_BUCKET,MB,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2022,37,37,-15963.246038174888,-3739.995087547074,12223.250950627815
SUPPORT_FAMILY_BUCKET,MB,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2022,37,37,-15963.246038174888,1965.8482579838633,17929.09429615875
SUPPORT_FAMILY_BUCKET,MB,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,37,37,-15963.246038174888,-3406.354378508002,12556.891659666886
SUPPORT_FAMILY_BUCKET,RS,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2022,8,0,302.02923837747835,302.02923837747835,0.0
SUPPORT_FAMILY_BUCKET,RS,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2022,8,8,302.02923837747835,2658.2262826041106,2356.197044226632
SUPPORT_FAMILY_BUCKET,RS,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2022,8,8,302.02923837747835,-38.53675565482911,-340.5659940323076
SUPPORT_FAMILY_BUCKET,RS,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2022,8,8,302.02923837747835,746.0891689184393,444.0599305409612
SUPPORT_FAMILY_BUCKET,RS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,8,8,302.02923837747835,307.0367470408355,5.007508663357385
SUPPORT_FAMILY_BUCKET,MB,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2023,91,0,27064.453325919116,27064.453325919116,0.0
SUPPORT_FAMILY_BUCKET,MB,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2023,91,88,27064.453325919116,2669.250824139344,-24395.20250177977
SUPPORT_FAMILY_BUCKET,MB,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2023,91,91,27064.453325919116,-7995.0702874258295,-35059.52361334494
SUPPORT_FAMILY_BUCKET,MB,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2023,91,91,27064.453325919116,5216.738245542321,-21847.715080376798
SUPPORT_FAMILY_BUCKET,MB,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,91,91,27064.453325919116,-5255.088802547798,-32319.542128466914
SUPPORT_FAMILY_BUCKET,OVERLAP,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2023,4,0,-790.7235163740789,-790.7235163740789,0.0
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2023,4,4,-790.7235163740789,-1033.038129977973,-242.31461360389426
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2023,4,4,-790.7235163740789,-1502.9246288180593,-712.2011124439803
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2023,4,4,-790.7235163740789,-392.42464947117736,398.29886690290164
SUPPORT_FAMILY_BUCKET,OVERLAP,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,4,4,-790.7235163740789,-1027.8114804498916,-237.08796407581258
SUPPORT_FAMILY_BUCKET,RS,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2023,29,0,1415.9689045306077,1415.9689045306077,0.0
SUPPORT_FAMILY_BUCKET,RS,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2023,29,27,1415.9689045306077,2368.0424647992113,952.0735602686018
SUPPORT_FAMILY_BUCKET,RS,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2023,29,29,1415.9689045306077,-782.8162695708882,-2198.7851741014983
