slice_type,slice_value,variant_id,universe_id,cost_multiplier,period_id,trade_count,triggered_trade_count,total_control_net_pnl,total_shadow_net_pnl,total_delta_net_pnl
TRIGGER_FAMILY,,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2022,45,0,-13994.924720618568,-13994.924720618568,0.0
TRIGGER_FAMILY,,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,2,0,-624.8631055817365,-624.8631055817365,0.0
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2022,45,45,-13994.924720618568,-1993.0809416059408,12001.84377901263
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2022,45,45,-13994.924720618568,4576.312768970772,18571.237489589344
TRIGGER_FAMILY,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,9,9,-2520.4925120581643,-1206.7780906833182,1313.714421374846
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,27,27,-15660.398434370754,-433.57693956031835,15226.821494810436
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2022,43,43,-13370.061615036831,5784.205495297349,19154.26711033418
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,2,2,1804.0258788547558,252.3024563721334,-1551.7234224826223
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,3,3,911.070017317046,-136.24121097184172,-1047.3112282888878
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,2,2,2159.9440432542688,255.46660936983554,-1904.4774338844331
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2022,2,2,-689.0737136157217,-39.990264661331054,649.0834489543906
TRIGGER_FAMILY,,CONTROL_NO_RD37_EXIT,C2,1.0,ROBUSTNESS_2023,124,0,34493.83417276342,34493.83417276342,0.0
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2023,119,119,32956.97846409713,7927.049623149573,-25029.92884094754
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,1.0,ROBUSTNESS_2023,124,124,34493.83417276342,-5579.979304564006,-40073.813477327414
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_FAILED_RECOVERY_SHADOW,C2,1.0,ROBUSTNESS_2023,124,124,34493.83417276342,13325.27866093407,-21168.55551182935
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,7,7,4089.0627254181945,-1007.4695534546399,-5096.5322788728345
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,18,18,-344.1441412064805,2156.0966914390574,2500.2408326455384
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,75,75,20834.93726745914,-3102.7311499694715,-23937.668417428613
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,10,10,3871.3215027662573,885.3039702125255,-2986.0175325537302
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,2,2,-268.8492458705923,-528.9375074906342,-260.088261620042
TRIGGER_FAMILY,,RD37_DOWNSIDE_STRESS_SHADOW,C2,1.0,ROBUSTNESS_2023,5,0,1536.855708666299,1536.855708666299,0.0
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,4,4,384.60666214091515,214.7513030970055,-169.85535904390963
TRIGGER_FAMILY,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,1.0,ROBUSTNESS_2023,8,8,5926.899402055981,-1180.9966649834241,-7107.896067039405
TRIGGER_FAMILY,,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2022,45,0,-15661.21679979741,-15661.21679979741,0.0
TRIGGER_FAMILY,,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2022,2,0,-669.155024087819,-669.155024087819,0.0
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2022,45,45,-15661.21679979741,-3778.531843201903,11882.684956595507
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2022,45,45,-15661.21679979741,2711.9374269023015,18373.154226699713
TRIGGER_FAMILY,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,9,9,-2874.551556339008,-1539.0241647415846,1335.5273915974228
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,27,27,-16587.981399364446,-1510.222438739258,15077.758960625184
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2022,43,43,-14992.061775709592,3986.451157389238,18978.51293309883
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,2,2,1713.425893539893,165.40669073178796,-1548.019202808105
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,3,3,789.5727283202698,-258.5967180885363,-1048.169446408806
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,2,2,2070.232385389807,170.1811952603822,-1900.0511901294249
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2022,2,2,-771.9148513439287,-127.06219588995762,644.852655453971
TRIGGER_FAMILY,,CONTROL_NO_RD37_EXIT,C2,2.0,ROBUSTNESS_2023,124,0,27689.69871407565,27689.69871407565,0.0
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2023,119,119,26383.841148493357,2698.397593378288,-23685.443555115064
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_SELL_FLOW_IMPULSE_SHADOW,C2,2.0,ROBUSTNESS_2023,124,124,27689.69871407565,-10280.811185814779,-37970.50989989042
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_FAILED_RECOVERY_SHADOW,C2,2.0,ROBUSTNESS_2023,124,124,27689.69871407565,7654.84895541123,-20034.84975866442
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,7,7,3781.7800215672955,-1256.6845209352023,-5038.464542502499
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,18,18,-923.009790689709,1389.6237816191006,2312.6335723088096
TRIGGER_FAMILY,SELL_FLOW_IMPULSE,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,75,75,16424.200036263643,-6027.362164969015,-22451.56220123266
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,10,10,3228.718473214635,452.1403340480184,-2776.5781391666183
TRIGGER_FAMILY,INTRAHOUR_DOWNSIDE_STRESS|SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,2,2,-348.7384989756115,-586.6817380254972,-237.94323904988573
TRIGGER_FAMILY,,RD37_DOWNSIDE_STRESS_SHADOW,C2,2.0,ROBUSTNESS_2023,5,0,1305.8575655822933,1305.8575655822933,0.0
TRIGGER_FAMILY,FAILED_INTRAHOUR_RECOVERY,RD37_QUALIFIED_STRESS_UNION_SHADOW,C2,2.0,ROBUSTNESS_2023,4,4,245.06673864345376,79.41535357879161,-165.65138506466212
