variant_id,control_trade_id,universe_id,cost_multiplier,period_id,pair,signal_time,entry_time,control_exit_time,control_exit_reason,control_exit_price,quantity,entry_notional,entry_cost,control_net_pnl,support_families,support_family_bucket,triggered,evaluable,trigger_time,trigger_family_set,participation_burst_at_trigger,shadow_exit_time,shadow_exit_price,exit_advance_hours,shadow_net_pnl,delta_net_pnl,slot_escrow_release_time,capital_reuse_allowed
CONTROL_NO_RD37_EXIT,317,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-11-24 18:00:00+00:00,2023-11-24 19:00:00+00:00,2023-11-27 19:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,54.456,343.43588389110795,19784.99783508284,49.4624945877071,-1179.071197729306,RELATIVE_STRENGTH_ROTATION,RS,False,True,,,False,2023-11-27 19:00:00+00:00,54.456,0,-1179.071197729306,0.0,2023-11-27 19:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,317,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-11-24 18:00:00+00:00,2023-11-24 19:00:00+00:00,2023-11-27 19:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,54.456,343.43588389110795,19784.99783508284,49.4624945877071,-1179.071197729306,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-24 23:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,False,2023-11-24 23:00:00+00:00,57.05,68,-290.42569662280664,888.6455011064994,2023-11-27 19:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,317,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-11-24 18:00:00+00:00,2023-11-24 19:00:00+00:00,2023-11-27 19:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,54.456,343.43588389110795,19784.99783508284,49.4624945877071,-1179.071197729306,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-24 22:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-24 22:00:00+00:00,57.398,69,-171.2087982476853,1007.8623994816207,2023-11-27 19:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,317,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-11-24 18:00:00+00:00,2023-11-24 19:00:00+00:00,2023-11-27 19:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,54.456,343.43588389110795,19784.99783508284,49.4624945877071,-1179.071197729306,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-26 15:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-11-26 15:00:00+00:00,57.802,28,-32.80757139840753,1146.2636263308984,2023-11-27 19:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,317,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-11-24 18:00:00+00:00,2023-11-24 19:00:00+00:00,2023-11-27 19:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,54.456,343.43588389110795,19784.99783508284,49.4624945877071,-1179.071197729306,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-24 22:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-24 22:00:00+00:00,57.398,69,-171.2087982476853,1007.8623994816207,2023-11-27 19:00:00+00:00,False
CONTROL_NO_RD37_EXIT,318,C2,2.0,ROBUSTNESS_2023,SHIB-USDT,2023-11-25 07:00:00+00:00,2023-11-25 08:00:00+00:00,2023-11-28 08:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,8.106e-06,2373510540.597066,19804.57195074192,49.5114298768548,-662.506129644157,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-11-28 08:00:00+00:00,8.106e-06,0,-662.506129644157,0.0,2023-11-28 08:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,318,C2,2.0,ROBUSTNESS_2023,SHIB-USDT,2023-11-25 07:00:00+00:00,2023-11-25 08:00:00+00:00,2023-11-28 08:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,8.106e-06,2373510540.597066,19804.57195074192,49.5114298768548,-662.506129644157,MOMENTUM_BREAKOUT,MB,True,True,2023-11-26 17:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-11-26 17:00:00+00:00,8.242e-06,39,-340.51568970675794,321.99043993739906,2023-11-28 08:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,318,C2,2.0,ROBUSTNESS_2023,SHIB-USDT,2023-11-25 07:00:00+00:00,2023-11-25 08:00:00+00:00,2023-11-28 08:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,8.106e-06,2373510540.597066,19804.57195074192,49.5114298768548,-662.506129644157,MOMENTUM_BREAKOUT,MB,True,True,2023-11-25 17:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-25 17:00:00+00:00,8.335e-06,63,-120.33105063192124,542.1750790122358,2023-11-28 08:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,318,C2,2.0,ROBUSTNESS_2023,SHIB-USDT,2023-11-25 07:00:00+00:00,2023-11-25 08:00:00+00:00,2023-11-28 08:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,8.106e-06,2373510540.597066,19804.57195074192,49.5114298768548,-662.506129644157,MOMENTUM_BREAKOUT,MB,True,True,2023-11-26 15:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-11-26 15:00:00+00:00,8.323e-06,41,-148.74197180286768,513.7641578412893,2023-11-28 08:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,318,C2,2.0,ROBUSTNESS_2023,SHIB-USDT,2023-11-25 07:00:00+00:00,2023-11-25 08:00:00+00:00,2023-11-28 08:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,8.106e-06,2373510540.597066,19804.57195074192,49.5114298768548,-662.506129644157,MOMENTUM_BREAKOUT,MB,True,True,2023-11-25 17:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-25 17:00:00+00:00,8.335e-06,63,-120.33105063192124,542.1750790122358,2023-11-28 08:00:00+00:00,False
CONTROL_NO_RD37_EXIT,319,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-11-26 01:00:00+00:00,2023-11-26 02:00:00+00:00,2023-11-29 02:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,14.5881,1229.208839425855,18248.096904812588,45.62024226203147,-406.72523032237393,RELATIVE_STRENGTH_ROTATION,RS,False,True,,,False,2023-11-29 02:00:00+00:00,14.5881,0,-406.72523032237393,0.0,2023-11-29 02:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,319,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-11-26 01:00:00+00:00,2023-11-26 02:00:00+00:00,2023-11-29 02:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,14.5881,1229.208839425855,18248.096904812588,45.62024226203147,-406.72523032237393,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-26 17:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-11-26 17:00:00+00:00,14.8048,57,-141.02159870754815,265.7036316148258,2023-11-29 02:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,319,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-11-26 01:00:00+00:00,2023-11-26 02:00:00+00:00,2023-11-29 02:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,14.5881,1229.208839425855,18248.096904812588,45.62024226203147,-406.72523032237393,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-26 09:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-26 09:00:00+00:00,15.1094,65,232.45937125034246,639.1846015727164,2023-11-29 02:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,319,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-11-26 01:00:00+00:00,2023-11-26 02:00:00+00:00,2023-11-29 02:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,14.5881,1229.208839425855,18248.096904812588,45.62024226203147,-406.72523032237393,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-26 15:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-11-26 15:00:00+00:00,15.0549,59,165.63496920600554,572.3601995283794,2023-11-29 02:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,319,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-11-26 01:00:00+00:00,2023-11-26 02:00:00+00:00,2023-11-29 02:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,14.5881,1229.208839425855,18248.096904812588,45.62024226203147,-406.72523032237393,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-11-26 09:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-11-26 09:00:00+00:00,15.1094,65,232.45937125034246,639.1846015727164,2023-11-29 02:00:00+00:00,False
CONTROL_NO_RD37_EXIT,320,C2,2.0,ROBUSTNESS_2023,ETH-USDT,2023-12-01 02:00:00+00:00,2023-12-01 03:00:00+00:00,2023-12-08 03:00:00+00:00,MAX_HOLD_168H,2360.78,9.21404066285459,19243.247503151924,48.108118757879815,2406.5864868539225,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-08 03:00:00+00:00,2360.78,0,2406.5864868539225,0.0,2023-12-08 03:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,320,C2,2.0,ROBUSTNESS_2023,ETH-USDT,2023-12-01 02:00:00+00:00,2023-12-01 03:00:00+00:00,2023-12-08 03:00:00+00:00,MAX_HOLD_168H,2360.78,9.21404066285459,19243.247503151924,48.108118757879815,2406.5864868539225,MOMENTUM_BREAKOUT,MB,True,True,2023-12-05 08:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-05 08:00:00+00:00,2230.28,67,1207.1602611176552,-1199.4262257362673,2023-12-08 03:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,320,C2,2.0,ROBUSTNESS_2023,ETH-USDT,2023-12-01 02:00:00+00:00,2023-12-01 03:00:00+00:00,2023-12-08 03:00:00+00:00,MAX_HOLD_168H,2360.78,9.21404066285459,19243.247503151924,48.108118757879815,2406.5864868539225,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 05:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-01 05:00:00+00:00,2092.33,166,-60.73895604953808,-2467.3254429034605,2023-12-08 03:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,320,C2,2.0,ROBUSTNESS_2023,ETH-USDT,2023-12-01 02:00:00+00:00,2023-12-01 03:00:00+00:00,2023-12-08 03:00:00+00:00,MAX_HOLD_168H,2360.78,9.21404066285459,19243.247503151924,48.108118757879815,2406.5864868539225,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 11:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-01 11:00:00+00:00,2104.41,160,50.28839112972823,-2356.2980957241944,2023-12-08 03:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,320,C2,2.0,ROBUSTNESS_2023,ETH-USDT,2023-12-01 02:00:00+00:00,2023-12-01 03:00:00+00:00,2023-12-08 03:00:00+00:00,MAX_HOLD_168H,2360.78,9.21404066285459,19243.247503151924,48.108118757879815,2406.5864868539225,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 05:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-01 05:00:00+00:00,2092.33,166,-60.73895604953808,-2467.3254429034605,2023-12-08 03:00:00+00:00,False
CONTROL_NO_RD37_EXIT,321,C2,2.0,ROBUSTNESS_2023,BTC-USDT,2023-12-01 10:00:00+00:00,2023-12-01 11:00:00+00:00,2023-12-08 11:00:00+00:00,MAX_HOLD_168H,43141.8,0.4976816135613702,19261.02496724537,48.15256241811342,2108.025904688585,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-08 11:00:00+00:00,43141.8,0,2108.025904688585,0.0,2023-12-08 11:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,321,C2,2.0,ROBUSTNESS_2023,BTC-USDT,2023-12-01 10:00:00+00:00,2023-12-01 11:00:00+00:00,2023-12-08 11:00:00+00:00,MAX_HOLD_168H,43141.8,0.4976816135613702,19261.02496724537,48.15256241811342,2108.025904688585,MOMENTUM_BREAKOUT,MB,True,True,2023-12-05 08:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-05 08:00:00+00:00,41720.3,75,1402.3401270452928,-705.6857776432921,2023-12-08 11:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,321,C2,2.0,ROBUSTNESS_2023,BTC-USDT,2023-12-01 10:00:00+00:00,2023-12-01 11:00:00+00:00,2023-12-08 11:00:00+00:00,MAX_HOLD_168H,43141.8,0.4976816135613702,19261.02496724537,48.15256241811342,2108.025904688585,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 13:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-01 13:00:00+00:00,38582.4,166,-155.43082031094735,-2263.456724999532,2023-12-08 11:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,321,C2,2.0,ROBUSTNESS_2023,BTC-USDT,2023-12-01 10:00:00+00:00,2023-12-01 11:00:00+00:00,2023-12-08 11:00:00+00:00,MAX_HOLD_168H,43141.8,0.4976816135613702,19261.02496724537,48.15256241811342,2108.025904688585,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 13:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-01 13:00:00+00:00,38582.4,166,-155.43082031094735,-2263.456724999532,2023-12-08 11:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,321,C2,2.0,ROBUSTNESS_2023,BTC-USDT,2023-12-01 10:00:00+00:00,2023-12-01 11:00:00+00:00,2023-12-08 11:00:00+00:00,MAX_HOLD_168H,43141.8,0.4976816135613702,19261.02496724537,48.15256241811342,2108.025904688585,MOMENTUM_BREAKOUT,MB,True,True,2023-12-01 13:00:00+00:00,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,False,2023-12-01 13:00:00+00:00,38582.4,166,-155.43082031094735,-2263.456724999532,2023-12-08 11:00:00+00:00,False
CONTROL_NO_RD37_EXIT,322,C2,2.0,ROBUSTNESS_2023,KAS-USDT,2023-12-01 20:00:00+00:00,2023-12-01 21:00:00+00:00,2023-12-08 21:00:00+00:00,MAX_HOLD_168H,0.13156,139286.56577495224,19234.081867863155,48.08520466965789,-1003.4378306634763,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-08 21:00:00+00:00,0.13156,0,-1003.4378306634763,0.0,2023-12-08 21:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,322,C2,2.0,ROBUSTNESS_2023,KAS-USDT,2023-12-01 20:00:00+00:00,2023-12-01 21:00:00+00:00,2023-12-08 21:00:00+00:00,MAX_HOLD_168H,0.13156,139286.56577495224,19234.081867863155,48.08520466965789,-1003.4378306634763,MOMENTUM_BREAKOUT,MB,True,True,2023-12-05 08:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-05 08:00:00+00:00,0.14084,85,285.9100514020971,1289.3478820655735,2023-12-08 21:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,322,C2,2.0,ROBUSTNESS_2023,KAS-USDT,2023-12-01 20:00:00+00:00,2023-12-01 21:00:00+00:00,2023-12-08 21:00:00+00:00,MAX_HOLD_168H,0.13156,139286.56577495224,19234.081867863155,48.08520466965789,-1003.4378306634763,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 02:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 02:00:00+00:00,0.13972,163,130.29910011832436,1133.7369307818008,2023-12-08 21:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,322,C2,2.0,ROBUSTNESS_2023,KAS-USDT,2023-12-01 20:00:00+00:00,2023-12-01 21:00:00+00:00,2023-12-08 21:00:00+00:00,MAX_HOLD_168H,0.13156,139286.56577495224,19234.081867863155,48.08520466965789,-1003.4378306634763,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 23:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-02 23:00:00+00:00,0.13859,142,-26.701234659059544,976.7365960044168,2023-12-08 21:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,322,C2,2.0,ROBUSTNESS_2023,KAS-USDT,2023-12-01 20:00:00+00:00,2023-12-01 21:00:00+00:00,2023-12-08 21:00:00+00:00,MAX_HOLD_168H,0.13156,139286.56577495224,19234.081867863155,48.08520466965789,-1003.4378306634763,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 02:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 02:00:00+00:00,0.13972,163,130.29910011832436,1133.7369307818008,2023-12-08 21:00:00+00:00,False
CONTROL_NO_RD37_EXIT,323,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-12-02 01:00:00+00:00,2023-12-02 02:00:00+00:00,2023-12-09 02:00:00+00:00,MAX_HOLD_168H,16.9131,1278.2791346240078,19265.200493745346,48.16300123436336,2252.2501797500736,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-09 02:00:00+00:00,16.9131,0,2252.2501797500736,0.0,2023-12-09 02:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,323,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-12-02 01:00:00+00:00,2023-12-02 02:00:00+00:00,2023-12-09 02:00:00+00:00,MAX_HOLD_168H,16.9131,1278.2791346240078,19265.200493745346,48.16300123436336,2252.2501797500736,MOMENTUM_BREAKOUT,MB,True,True,2023-12-05 08:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-05 08:00:00+00:00,15.4151,90,342.17519144247717,-1910.0749883075964,2023-12-09 02:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,323,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-12-02 01:00:00+00:00,2023-12-02 02:00:00+00:00,2023-12-09 02:00:00+00:00,MAX_HOLD_168H,16.9131,1278.2791346240078,19265.200493745346,48.16300123436336,2252.2501797500736,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 06:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 06:00:00+00:00,15.273,164,160.98583507497983,-2091.2643446750935,2023-12-09 02:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,323,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-12-02 01:00:00+00:00,2023-12-02 02:00:00+00:00,2023-12-09 02:00:00+00:00,MAX_HOLD_168H,16.9131,1278.2791346240078,19265.200493745346,48.16300123436336,2252.2501797500736,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 23:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-02 23:00:00+00:00,16.1196,147,1240.4714726592315,-1011.7787070908421,2023-12-09 02:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,323,C2,2.0,ROBUSTNESS_2023,LINK-USDT,2023-12-02 01:00:00+00:00,2023-12-02 02:00:00+00:00,2023-12-09 02:00:00+00:00,MAX_HOLD_168H,16.9131,1278.2791346240078,19265.200493745346,48.16300123436336,2252.2501797500736,MOMENTUM_BREAKOUT,MB,True,True,2023-12-02 06:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 06:00:00+00:00,15.273,164,160.98583507497983,-2091.2643446750935,2023-12-09 02:00:00+00:00,False
CONTROL_NO_RD37_EXIT,324,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-02 03:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-05 04:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,60.189,311.01790106703254,18964.31651756231,47.41079129390578,-338.67050265090364,RELATIVE_STRENGTH_ROTATION,RS,False,True,,,False,2023-12-05 04:00:00+00:00,60.189,0,-338.67050265090364,0.0,2023-12-05 04:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,324,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-02 03:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-05 04:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,60.189,311.01790106703254,18964.31651756231,47.41079129390578,-338.67050265090364,RELATIVE_STRENGTH_ROTATION,RS,False,True,,,False,2023-12-05 04:00:00+00:00,60.189,0,-338.67050265090364,0.0,2023-12-05 04:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,324,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-02 03:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-05 04:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,60.189,311.01790106703254,18964.31651756231,47.41079129390578,-338.67050265090364,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-12-02 06:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 06:00:00+00:00,61.299,70,5.696292858040081,344.3667955089437,2023-12-05 04:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,324,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-02 03:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-05 04:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,60.189,311.01790106703254,18964.31651756231,47.41079129390578,-338.67050265090364,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-12-02 23:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-02 23:00:00+00:00,63.204,53,596.7041716369059,935.3746742878095,2023-12-05 04:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,324,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-02 03:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-05 04:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,60.189,311.01790106703254,18964.31651756231,47.41079129390578,-338.67050265090364,RELATIVE_STRENGTH_ROTATION,RS,True,True,2023-12-02 06:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-02 06:00:00+00:00,61.299,70,5.696292858040081,344.3667955089437,2023-12-05 04:00:00+00:00,False
CONTROL_NO_RD37_EXIT,325,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-06 09:00:00+00:00,2023-12-06 10:00:00+00:00,2023-12-13 10:00:00+00:00,MAX_HOLD_168H,66.35,152.50937548736292,10062.26357590523,25.155658939763075,6.280336082568962,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-13 10:00:00+00:00,66.35,0,6.280336082568962,0.0,2023-12-13 10:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,325,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-06 09:00:00+00:00,2023-12-06 10:00:00+00:00,2023-12-13 10:00:00+00:00,MAX_HOLD_168H,66.35,152.50937548736292,10062.26357590523,25.155658939763075,6.280336082568962,MOMENTUM_BREAKOUT,MB,True,True,2023-12-06 12:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-06 12:00:00+00:00,63.825,166,-377.8431215902573,-384.12345767282625,2023-12-13 10:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,325,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-06 09:00:00+00:00,2023-12-06 10:00:00+00:00,2023-12-13 10:00:00+00:00,MAX_HOLD_168H,66.35,152.50937548736292,10062.26357590523,25.155658939763075,6.280336082568962,MOMENTUM_BREAKOUT,MB,True,True,2023-12-06 16:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-06 16:00:00+00:00,62.853,162,-525.71163678154,-531.991972864109,2023-12-13 10:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,325,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-06 09:00:00+00:00,2023-12-06 10:00:00+00:00,2023-12-13 10:00:00+00:00,MAX_HOLD_168H,66.35,152.50937548736292,10062.26357590523,25.155658939763075,6.280336082568962,MOMENTUM_BREAKOUT,MB,True,True,2023-12-06 21:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-06 21:00:00+00:00,64.418,157,-287.6311570754097,-293.91149315797867,2023-12-13 10:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,325,C2,2.0,ROBUSTNESS_2023,SOL-USDT,2023-12-06 09:00:00+00:00,2023-12-06 10:00:00+00:00,2023-12-13 10:00:00+00:00,MAX_HOLD_168H,66.35,152.50937548736292,10062.26357590523,25.155658939763075,6.280336082568962,MOMENTUM_BREAKOUT,MB,True,True,2023-12-06 12:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-06 12:00:00+00:00,63.825,166,-377.8431215902573,-384.12345767282625,2023-12-13 10:00:00+00:00,False
CONTROL_NO_RD37_EXIT,326,C2,2.0,ROBUSTNESS_2023,XRP-USDT,2023-12-08 16:00:00+00:00,2023-12-08 17:00:00+00:00,2023-12-11 17:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.61987,30814.18127808487,20316.097858454134,50.790244646135335,-1313.8535206259146,MOMENTUM_BREAKOUT,MB,False,True,,,False,2023-12-11 17:00:00+00:00,0.61987,0,-1313.8535206259146,0.0,2023-12-11 17:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,326,C2,2.0,ROBUSTNESS_2023,XRP-USDT,2023-12-08 16:00:00+00:00,2023-12-08 17:00:00+00:00,2023-12-11 17:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.61987,30814.18127808487,20316.097858454134,50.790244646135335,-1313.8535206259146,MOMENTUM_BREAKOUT,MB,True,True,2023-12-09 09:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2023-12-09 09:00:00+00:00,0.6917,56,893.9956639759062,2207.8491846018205,2023-12-11 17:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,326,C2,2.0,ROBUSTNESS_2023,XRP-USDT,2023-12-08 16:00:00+00:00,2023-12-08 17:00:00+00:00,2023-12-11 17:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.61987,30814.18127808487,20316.097858454134,50.790244646135335,-1313.8535206259146,MOMENTUM_BREAKOUT,MB,True,True,2023-12-08 19:00:00+00:00,SELL_FLOW_IMPULSE,False,2023-12-08 19:00:00+00:00,0.66646,70,118.19010335569524,1432.04362398161,2023-12-11 17:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,326,C2,2.0,ROBUSTNESS_2023,XRP-USDT,2023-12-08 16:00:00+00:00,2023-12-08 17:00:00+00:00,2023-12-11 17:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.61987,30814.18127808487,20316.097858454134,50.790244646135335,-1313.8535206259146,MOMENTUM_BREAKOUT,MB,True,True,2023-12-08 23:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2023-12-08 23:00:00+00:00,0.66951,66,211.9383981216068,1525.7919187475213,2023-12-11 17:00:00+00:00,False
